banks_10mi,banks_1mi,banks_2mi,banks_3mi,banks_5mi,centerxy_full_0p5_intersect_count,centerxy_full_0p5_intersect_gla,centerxy_full_count_10mi,centerxy_full_count_1mi,centerxy_full_count_2mi,centerxy_full_count_3mi,centerxy_full_count_5mi,centerxy_full_gla_10mi,centerxy_full_gla_1mi,centerxy_full_gla_2mi,centerxy_full_gla_3mi,centerxy_full_gla_5mi,centerxy_full_nearest_dist,centerxy_gla_effective_10mi,centerxy_gla_effective_1mi,centerxy_gla_effective_2mi,centerxy_gla_effective_3mi,centerxy_gla_effective_5mi,country_code,dmm_count_10mi,dmm_count_1mi,dmm_count_2mi,dmm_count_3mi,dmm_count_5mi,dmm_gla_10mi,dmm_gla_1mi,dmm_gla_2mi,dmm_gla_3mi,dmm_gla_5mi,dmm_nearest_dist,hrsa_hospitals_10mi,hrsa_hospitals_1mi,hrsa_hospitals_2mi,hrsa_hospitals_3mi,hrsa_hospitals_5mi,hrsa_hospitals_nearest_dist,hrsa_number_of_certified_beds_10mi,hrsa_number_of_certified_beds_1mi,hrsa_number_of_certified_beds_2mi,hrsa_number_of_certified_beds_3mi,hrsa_number_of_certified_beds_5mi,inrix_aadt_ew,inrix_aadt_ns,inrix_afternoon_ew,inrix_afternoon_ns,inrix_breakfast_ew,inrix_breakfast_ns,inrix_dinner_ew,inrix_dinner_ns,inrix_ew_distance,inrix_lunch_ew,inrix_lunch_ns,inrix_night_ew,inrix_night_ns,inrix_ns_distance,inrix_overnight_ew,inrix_overnight_ns,ipeds_postsecondary_nearest_dist,ipeds_postsecondary_schools_10mi,ipeds_postsecondary_schools_1mi,ipeds_postsecondary_schools_2mi,ipeds_postsecondary_schools_3mi,ipeds_postsecondary_schools_5mi,ipeds_postsecondary_schools_total_enrollment_10mi,ipeds_postsecondary_schools_total_enrollment_1mi,ipeds_postsecondary_schools_total_enrollment_2mi,ipeds_postsecondary_schools_total_enrollment_3mi,ipeds_postsecondary_schools_total_enrollment_5mi,military_installations_10mi,military_installations_1mi,military_installations_2mi,military_installations_3mi,military_installations_5mi,nces_private_schools_10mi,nces_private_schools_1mi,nces_private_schools_2mi,nces_private_schools_3mi,nces_private_schools_5mi,nces_private_schools_nearest_dist,nces_private_schools_total_enrollment_10mi,nces_private_schools_total_enrollment_1mi,nces_private_schools_total_enrollment_2mi,nces_private_schools_total_enrollment_3mi,nces_private_schools_total_enrollment_5mi,nces_public_schools_10mi,nces_public_schools_1mi,nces_public_schools_2mi,nces_public_schools_3mi,nces_public_schools_5mi,nces_public_schools_nearest_dist,nces_public_schools_total_enrollment_10mi,nces_public_schools_total_enrollment_1mi,nces_public_schools_total_enrollment_2mi,nces_public_schools_total_enrollment_3mi,nces_public_schools_total_enrollment_5mi,osm_highway_exits_count_10mi,osm_highway_exits_count_1mi,osm_highway_exits_count_2mi,osm_highway_exits_count_3mi,osm_highway_exits_count_5mi,osm_nearest_exit_dist,places_of_worship_10mi,places_of_worship_1mi,places_of_worship_2mi,places_of_worship_3mi,places_of_worship_5mi,store,transitstop_nearest_dist,transitstops
222,2,12,37,83,1,122525.0,103,1,8,16,34,19586227.0,122525.0,1571516.0,2390625.0,7837452.0,0.2439097153408413,10503900.15353919,137264.64658519,813849.073557436,1046481.486366678,3822098.637273318,US,27,0,2,2,9,11790805.0,0.0,536010.0,536010.0,4730211.0,1.9330435559819452,13,2,2,2,4,0.5718204484436996,3999.0,1031.0,1031.0,1031.0,1510.0,33821,15405,3817.0,3680.0,5263.0,3489.0,3258.0,3087.0,0.0280242333298423,3431.0,3382.0,1623.0,1419.0,0.0270949070182099,768.0,348.0,1.0857684874875324,25,0,1,2,14,42012.0,0.0,208.0,289.0,10403.0,1,0,0,0,0,61,2,8,14,32,0.4124019152026542,16509.0,390.0,1722.0,2437.0,10274.0,318,3,14,31,88,0.8261699480834985,146212.0,989.0,6564.0,13368.0,40107.0,195,0,0,5,48,2.5303837398588778,1008,7,29,91,249,SK 1855,1.7759475658452413,0
70,3,13,17,33,3,1808957.0,46,4,7,7,20,8503121.0,1889274.0,2242913.0,2242913.0,4233721.0,0.3928319823244149,6985463.7376289,1127132.07441033,1442847.98055524,1442847.98055524,3347351.257811709,US,12,3,4,4,7,5207114.0,1820060.0,2020060.0,2020060.0,2994706.0,0.3771621245746859,2,0,0,1,1,2.967593162182111,396.0,0.0,0.0,221.0,221.0,1870,10072,473.0,2425.0,291.0,1885.0,427.0,2118.0,0.0339028545386515,405.0,2149.0,236.0,1213.0,0.0179990720059623,38.0,283.0,4.190541860465304,3,0,0,0,1,23667.0,0.0,0.0,0.0,22789.0,0,0,0,0,0,28,0,3,5,11,1.770117491881111,5439.0,0.0,1192.0,1264.0,2017.0,64,1,3,9,27,0.5579295465892321,48958.0,960.0,2648.0,5573.0,19516.0,40,4,13,18,25,0.321937021741753,332,3,24,54,152,SK 0677,0.0135793673847045,7
23,3,9,11,11,4,586754.0,10,7,8,8,8,1824526.0,1295216.0,1469845.0,1469845.0,1469845.0,0.1913045355516631,2983245.65808192,1821643.71893115,2284455.45343114,2284455.45343114,2284455.45343114,US,4,3,4,4,4,1151064.0,966150.0,1151064.0,1151064.0,1151064.0,0.4405986154732446,3,0,2,2,2,1.2186333636622293,106.0,0.0,76.0,76.0,76.0,5943,21818,738.0,5051.0,714.0,3979.0,693.0,4812.0,0.0481074416387799,702.0,4817.0,383.0,2643.0,0.0263130348682635,87.0,517.0,1.015556156282472,1,0,1,1,1,2284.0,0.0,2284.0,2284.0,2284.0,0,0,0,0,0,4,1,3,3,3,0.6885124143582605,675.0,129.0,394.0,394.0,394.0,51,5,11,23,28,0.1290652712263933,30240.0,2439.0,5720.0,6641.0,11928.0,49,5,16,25,34,0.3778885858039987,129,13,48,57,65,SK 1403,9.979416772977238,0
258,5,17,36,80,4,663934.0,127,5,12,26,57,24461209.0,1321586.0,2434958.0,4416532.0,8866358.0,0.0445799018306372,21065904.494377684,1918736.70929954,2926587.4754617903,4751357.58499236,8363750.92753625,US,32,3,5,9,13,14400467.0,1126046.0,1723320.0,2889739.0,4707268.0,0.3493612207452097,12,0,0,0,3,3.321180326803115,3306.0,0.0,0.0,0.0,1528.0,37856,465,7503.0,48.0,10920.0,48.0,6593.0,45.0,0.0351768789829187,6949.0,38.0,4147.0,24.0,0.1206764191418261,1744.0,24.0,1.200885456124431,30,0,2,3,3,108393.0,0.0,1024.0,1366.0,1366.0,0,0,0,0,0,148,1,15,36,63,0.9532922191981608,29720.0,273.0,1514.0,4291.0,8717.0,186,2,20,40,88,0.8654433990879103,129027.0,1992.0,12108.0,22628.0,60287.0,106,3,5,16,26,0.4821456505240998,540,11,44,99,222,SK 0499,0.1077624221036801,8
26,6,6,6,9,2,601575.0,12,6,6,7,9,2456292.0,1619731.0,1619731.0,1889731.0,2145972.0,0.0596303022400294,2104089.9046017933,1254396.4019991532,1254396.4019991532,1700504.530423103,1835234.571142993,US,4,3,3,3,4,1483842.0,1279966.0,1279966.0,1279966.0,1483842.0,0.2561984363934353,2,0,0,1,1,2.1475645030475774,401.0,0.0,0.0,300.0,300.0,956,6307,107.0,1549.0,87.0,1193.0,97.0,1344.0,0.034900749815431,80.0,1446.0,48.0,651.0,0.0237300661479585,24.0,124.0,1.5366734073493955,1,0,1,1,1,4303.0,0.0,4303.0,4303.0,4303.0,0,0,0,0,0,5,0,1,2,3,1.4516454286438532,961.0,0.0,146.0,270.0,446.0,18,0,2,5,9,1.214706563284654,14285.0,0.0,2443.0,5040.0,8867.0,12,0,0,5,6,2.6190258710515524,101,7,22,37,69,SK 1603,36.3258596078224,0
74,3,11,16,29,2,218040.0,29,2,3,3,11,7057488.0,218040.0,320717.0,320717.0,3686361.0,0.2303487378275713,6519603.767101933,369525.16120116,514670.83343693,514670.83343693,3314425.12503267,US,10,0,0,1,5,5115408.0,0.0,0.0,400000.0,3405780.0,2.903786180177768,7,1,4,5,6,0.3862803379595007,568.0,40.0,168.0,376.0,392.0,2953,1522,367.0,197.0,328.0,168.0,305.0,172.0,0.0566026357601879,287.0,153.0,166.0,102.0,0.0272571231745006,54.0,37.0,2.789653647455093,6,0,0,1,3,5189.0,0.0,0.0,40.0,456.0,0,0,0,0,0,25,0,3,5,8,1.2285066387568548,5377.0,0.0,937.0,1082.0,1351.0,60,0,3,8,12,1.674766992196135,39716.0,0.0,1641.0,7488.0,11563.0,20,1,2,5,7,0.7752414757800266,194,1,16,30,59,SK 1900,11.31752569036932,0
160,7,12,19,58,2,235663.0,107,3,5,16,48,20777955.0,358598.0,592512.0,2099663.0,10350173.0,0.0478053306599719,20800648.83359124,517724.70949324,662060.7094932401,1958277.496679122,10737969.42957566,US,30,0,1,1,14,10940773.0,0.0,190855.0,190855.0,5853775.0,1.7025455671580312,21,0,0,1,8,2.907939103965169,1518.0,0.0,0.0,1.0,546.0,22961,1902,2537.0,404.0,1994.0,506.0,2465.0,376.0,0.1359443499842172,2139.0,348.0,1556.0,198.0,0.1366936263200356,336.0,69.0,3.001329210069678,13,0,0,0,3,9408.0,0.0,0.0,0.0,388.0,0,0,0,0,0,45,0,1,6,16,1.1244623496812938,6159.0,0.0,409.0,1150.0,1905.0,206,5,11,20,60,0.2423386636830196,180705.0,6281.0,10778.0,21868.0,57349.0,130,0,0,0,22,3.489802523712671,560,12,31,57,188,SK 0523,2.908223307952049,0
66,3,20,25,46,3,221142.0,36,5,6,13,25,6490452.0,457367.0,543692.0,1950808.0,4746699.0,0.350240227887268,4541715.898797954,155679.4260609,155679.4260609,1222387.276586305,3337709.3301478345,US,7,0,0,1,4,3663204.0,0.0,0.0,747000.0,2292393.0,2.134329930227201,6,1,1,2,6,0.52491676509394,1194.0,25.0,25.0,797.0,1194.0,503,1242,112.0,150.0,84.0,102.0,105.0,152.0,0.0132000878477094,95.0,126.0,79.0,143.0,0.0114796969868922,28.0,46.0,0.7505348069101418,7,1,5,7,7,77845.0,1061.0,77563.0,77845.0,77845.0,0,0,0,0,0,23,0,1,7,14,1.411819174869973,3804.0,0.0,80.0,935.0,1439.0,54,2,12,30,39,0.7581344049358864,29630.0,1078.0,6186.0,12588.0,18571.0,14,0,0,2,6,2.2763893253403413,248,13,58,99,178,SK 1200,0.0592362008722573,27
72,1,6,12,30,1,89323.0,32,2,5,6,10,6890300.0,675801.0,1476043.0,1536141.0,2073790.0,0.1945039558428346,8420188.28531591,1064143.4002872,1662906.33411939,1662906.33411939,2336301.40050493,US,12,1,3,3,6,5388841.0,521870.0,1399780.0,1399780.0,2603544.0,0.3415688924691021,3,0,0,1,1,2.843590741190275,280.0,0.0,0.0,100.0,100.0,793,1204,101.0,116.0,85.0,96.0,85.0,96.0,0.0183968175408566,81.0,94.0,50.0,46.0,0.0682016181822022,26.0,26.0,3.839862646885144,3,0,0,0,2,9185.0,0.0,0.0,0.0,537.0,0,0,0,0,0,17,0,1,4,6,1.7717431188228068,6808.0,0.0,910.0,1834.0,3052.0,62,2,6,8,21,0.3546752638117554,43279.0,2261.0,5029.0,6408.0,17015.0,77,7,12,17,36,0.5425064033644835,110,2,7,18,40,SK 1285,9.052748398678515,0
211,11,20,46,79,1,130000.0,90,2,8,14,32,18867640.0,290682.0,2478796.0,4237095.0,6997047.0,0.4808741202472866,16218164.347672388,174431.19672184,2083344.2342366232,3478255.939624953,5662952.308803002,US,23,0,2,4,7,10628853.0,0.0,1409075.0,2496993.0,3534458.0,1.309717744710824,16,0,2,3,6,1.2813619793383817,5580.0,0.0,613.0,1089.0,1954.0,8932,9752,2103.0,1104.0,1842.0,970.0,1908.0,978.0,0.0135167854799483,1770.0,939.0,1095.0,599.0,0.0476013208892337,213.0,138.0,0.2476896420654763,18,1,2,4,7,65752.0,154.0,5875.0,10259.0,14280.0,0,0,0,0,0,66,4,11,19,36,0.1432172570122066,21483.0,2172.0,4281.0,6733.0,11624.0,161,1,6,15,48,0.9064189557207344,89435.0,537.0,2276.0,8129.0,21811.0,218,0,17,39,60,1.219097853205518,551,8,34,60,159,SK 0716,0.0238185726177286,35
45,16,21,34,42,2,122160.0,18,6,8,14,18,3641283.0,1041256.0,1287145.0,2091067.0,3641283.0,0.2591184444825849,2989125.523719145,811446.903904961,1050530.5007134909,1885787.035222365,2989125.523719145,US,2,0,0,1,2,1214123.0,0.0,0.0,250000.0,1214123.0,2.97617411193671,9,0,3,5,7,1.0759561254665233,967.0,0.0,352.0,651.0,673.0,1792,13710,226.0,1764.0,245.0,1475.0,148.0,1346.0,0.0266789075602527,216.0,1734.0,61.0,645.0,0.019847000592353,27.0,151.0,0.6377264433297268,9,1,6,8,9,16736.0,401.0,1186.0,11422.0,16736.0,0,0,0,0,0,11,1,7,7,10,0.93275433492182,2857.0,179.0,1263.0,1263.0,2126.0,52,4,10,22,36,0.3018466136420989,23670.0,2620.0,6734.0,10426.0,15278.0,28,0,6,15,22,1.577714844199676,134,8,53,69,98,SK 1021,95.84854967779816,0
36,2,4,11,13,1,256856.0,26,1,4,8,8,6509534.0,256856.0,587849.0,2129131.0,2129131.0,0.1156167836714605,5562153.289914554,315998.16558323,583137.051326734,2134345.627717773,2134345.627717773,US,15,1,1,5,5,6090760.0,256856.0,256856.0,2697666.0,2697666.0,0.1027792848111796,3,1,1,1,1,0.279630173379631,290.0,60.0,60.0,60.0,60.0,5515,17399,1448.0,4360.0,1083.0,3645.0,1177.0,3617.0,0.0498633932453787,1116.0,3547.0,546.0,1748.0,0.0443525869189664,146.0,482.0,7.0804182780818685,1,0,0,0,0,310.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,2,2,3,4,0.452780767553103,3778.0,489.0,489.0,687.0,760.0,60,1,5,9,16,0.8431060754299,54588.0,865.0,3120.0,8975.0,15070.0,37,2,3,12,17,0.2449711023645576,164,15,33,40,51,SK 1447,0.3195880267341025,1
435,2,18,60,137,2,292871.0,93,5,8,17,27,21840732.0,1111524.0,1348897.0,2461265.0,5241266.0,0.0450618782515151,13436761.77880684,879022.6067994699,943244.327002226,1459979.24673175,2959710.544226057,US,33,3,3,5,8,16061629.0,931253.0,931253.0,1445974.0,3378424.0,0.2155515078247145,20,0,0,1,2,2.769252814611896,5920.0,0.0,0.0,504.0,630.0,31828,380,6993.0,88.0,7495.0,88.0,6231.0,71.0,0.0333950744207422,6265.0,74.0,3629.0,35.0,0.0410310702048673,1215.0,25.0,0.967799006467629,31,1,2,5,7,95914.0,123.0,11476.0,13828.0,30487.0,0,0,0,0,0,124,0,5,18,49,1.11060898765834,19772.0,0.0,634.0,2509.0,7778.0,468,5,16,39,116,0.6659144517382987,267006.0,1381.0,9264.0,20798.0,61885.0,302,0,8,23,62,1.7592541416706684,1305,5,24,88,297,SK 1990,0.0424118597118711,7
108,1,4,9,38,1,1200000.0,71,3,5,8,22,16338665.0,1908488.0,2248569.0,3461971.0,6357326.0,0.1287182085185125,12073494.157313734,1323932.93452215,1737131.32881627,2772288.11857246,5819886.58582922,US,20,3,3,5,8,11003175.0,1792267.0,1792267.0,3955267.0,4886626.0,0.1755312387515678,8,1,1,1,1,0.2330323867020804,832.0,196.0,196.0,196.0,196.0,12035,2240,2860.0,602.0,2623.0,393.0,2509.0,482.0,0.086625055891503,2479.0,521.0,1250.0,202.0,0.0364206601684242,314.0,41.0,2.864191048158393,8,0,0,1,3,30108.0,0.0,0.0,136.0,28291.0,0,0,0,0,0,31,1,1,3,15,0.8645481345892698,4096.0,34.0,34.0,94.0,2039.0,173,1,7,20,45,0.8153733900593548,104691.0,1494.0,7323.0,16579.0,33326.0,120,4,12,18,26,0.3812644168351062,322,0,5,16,85,SK 1637,3.124375623860604,0
172,8,10,16,48,5,1172834.0,90,5,5,6,22,21600773.0,1172834.0,1172834.0,1284404.0,4548407.0,0.08071090423098,17714858.01930925,1252660.6387767498,1252660.6387767498,1426741.83796595,4585491.596318295,US,34,3,3,3,5,14432687.0,870345.0,870345.0,870345.0,2072299.0,0.1526034722407049,4,0,0,1,3,2.609441134535781,615.0,0.0,0.0,138.0,405.0,4430,14143,393.0,3456.0,249.0,2511.0,345.0,3144.0,0.063198818083394,323.0,2860.0,168.0,1772.0,0.0306117978782144,33.0,400.0,5.247753112956167,10,0,0,0,0,51793.0,0.0,0.0,0.0,0.0,0,0,0,0,0,45,0,0,2,10,3.1186604279112298,6001.0,0.0,0.0,280.0,1384.0,197,1,9,17,54,0.5682118741855252,129846.0,427.0,4602.0,12052.0,38255.0,71,0,0,3,16,2.6155492744708564,354,8,30,53,124,SK 1807,5.528007754628341,0
162,5,8,12,27,2,711879.0,47,3,4,5,14,9520996.0,805401.0,957401.0,1084980.0,3882762.0,0.1529556018973833,5130736.840736209,422563.24925865,548669.92364751,671634.10962306,1888898.636408732,US,17,2,2,3,8,7215836.0,733696.0,733696.0,928496.0,3241344.0,0.1459477835542709,9,0,0,0,0,7.266416744207789,1708.0,0.0,0.0,0.0,0.0,23143,5979,5123.0,833.0,5633.0,693.0,4316.0,656.0,0.0655221683305424,4682.0,707.0,2327.0,317.0,0.1222588668112447,1063.0,90.0,3.4034991511309207,10,0,0,0,2,48200.0,0.0,0.0,0.0,3633.0,0,0,0,0,0,72,2,4,4,12,0.3129803563286365,11795.0,65.0,238.0,238.0,1628.0,103,0,4,4,17,1.1469651491431034,72106.0,0.0,4041.0,4041.0,11258.0,83,0,0,0,0,5.01628219943437,356,4,6,9,35,SK 1154,3.4959950288005137,0
104,8,12,18,27,4,458467.0,53,4,10,13,25,9409018.0,458467.0,1252587.0,2106910.0,5153780.0,0.1468390365965804,6223441.189870908,305473.82305935,732655.178861578,1435379.224750928,2657591.673957209,US,16,0,0,3,8,6036351.0,0.0,0.0,860544.0,3148023.0,2.389494808245911,6,0,0,0,0,5.813021424574918,1512.0,0.0,0.0,0.0,0.0,565,41683,44.0,4554.0,35.0,3565.0,37.0,4136.0,0.0315480079386538,37.0,3770.0,22.0,3039.0,0.0324728015592115,24.0,799.0,1.2487383579114957,7,0,1,2,2,52462.0,0.0,250.0,331.0,331.0,0,0,0,0,0,40,1,5,8,12,0.7706612230858275,5979.0,371.0,1056.0,1375.0,2197.0,153,3,12,31,52,0.6393419188992119,63629.0,1071.0,4545.0,16298.0,24648.0,173,0,9,14,54,1.0949908768649437,634,13,57,87,184,SK 1527,0.0843479522959066,17
99,7,8,11,23,1,276448.0,50,2,4,7,13,10890171.0,368285.0,687223.0,1051650.0,2096414.0,0.1176088834583556,10036569.872683415,357759.8040795,481866.09112827,1161852.51239522,2036736.84365901,US,16,1,1,1,3,6637643.0,266721.0,266721.0,266721.0,884479.0,0.128170077058911,4,0,0,1,2,2.8332035960423907,843.0,0.0,0.0,200.0,300.0,33327,373,3532.0,48.0,4775.0,43.0,2977.0,38.0,0.0250980336110607,3311.0,36.0,1330.0,22.0,0.2129272935871747,592.0,21.0,1.2041804203295134,12,0,1,1,1,4539.0,0.0,32.0,32.0,32.0,0,0,0,0,0,19,0,0,1,4,2.4098562500664307,4303.0,0.0,0.0,202.0,1475.0,90,0,4,6,26,1.5419479589337644,47600.0,0.0,1991.0,2702.0,12902.0,115,0,0,0,6,3.127587423506704,264,7,17,30,69,SK 1322,0.3258616457555703,3
134,9,27,41,56,1,150755.0,44,2,11,16,24,7875022.0,290608.0,1614816.0,2115593.0,4181238.0,0.2372450036493205,7579756.41646474,223834.68173554,1682462.86188763,2098958.5655868803,4244990.28182707,US,12,0,1,1,5,5273194.0,0.0,248555.0,248555.0,2481835.0,1.7177403088891676,16,1,1,1,3,0.8533948053566359,1937.0,15.0,15.0,15.0,182.0,18520,15685,2252.0,3633.0,1840.0,3453.0,1989.0,3066.0,0.0594065584062155,2087.0,3614.0,1039.0,1571.0,0.0421098821630025,201.0,348.0,1.4222597899502651,8,0,2,2,6,24129.0,0.0,18969.0,18969.0,20041.0,0,0,0,0,0,23,0,2,3,9,1.184815073013444,8310.0,0.0,642.0,929.0,3581.0,76,5,13,19,30,0.6946422403438424,75046.0,4940.0,10613.0,15757.0,24753.0,119,0,2,8,43,1.8041032875262917,283,7,61,79,112,SK 1252,2.9709131410087566,0
101,3,5,12,38,1,461859.0,72,1,2,10,33,16060385.0,461859.0,571644.0,2403263.0,7633728.0,0.1011064882239516,17622265.994978216,1353037.4750059,1686151.4750059,3869986.79784149,8565134.956531603,US,24,1,1,5,10,10302733.0,593851.0,593851.0,1962828.0,5026750.0,0.2789271108375383,13,0,0,3,10,2.3473680042339784,896.0,0.0,0.0,257.0,822.0,9775,1445,2195.0,309.0,1834.0,368.0,2183.0,281.0,0.0272883322931187,1795.0,276.0,1415.0,150.0,0.0496307682301667,353.0,61.0,9.28316358448277,2,0,0,0,0,674.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0,2,3,11,1.2146553568325622,6346.0,0.0,776.0,1848.0,3023.0,151,1,13,29,63,0.7724469798226649,168114.0,1177.0,14034.0,25091.0,64446.0,95,4,8,23,42,0.3239747091586397,344,5,23,44,142,SK 1964,2.0352598278647656,0
111,4,9,14,22,2,233127.0,79,6,14,17,31,14442496.0,890682.0,2046110.0,3069484.0,6055351.0,0.0329443927316443,10752952.157903416,801878.465319459,1655901.4391999892,2564081.959177019,5225151.069414349,US,20,1,3,4,7,9263373.0,561238.0,1230626.0,2141519.0,4156651.0,0.8795837615084587,8,2,2,2,2,0.8495072818688282,2146.0,165.0,165.0,165.0,165.0,672,12787,159.0,2829.0,93.0,2519.0,154.0,2618.0,0.1449971695120399,129.0,2490.0,108.0,1808.0,0.0679296395140563,30.0,523.0,0.9365257907597296,6,1,1,1,3,60247.0,34188.0,34188.0,34188.0,34479.0,0,0,0,0,0,34,0,0,2,9,2.2489554602694453,5784.0,0.0,0.0,14.0,763.0,136,2,4,14,33,0.6363911719678557,99815.0,505.0,1477.0,10531.0,24855.0,173,2,19,30,42,0.7996674650354657,527,4,15,45,161,SK 0337,0.0977270309937399,8
137,3,4,9,37,1,104173.0,87,2,3,8,27,16059452.0,1248376.0,1595757.0,1984981.0,4905680.0,0.0437407154700272,13010935.699118044,684474.00593914,981658.29696081,1082874.29696081,4331719.53587056,US,25,1,2,2,10,10111407.0,1141494.0,1482035.0,1482035.0,3328734.0,0.7845754716242225,12,0,0,0,0,5.9017072499297205,3746.0,0.0,0.0,0.0,0.0,9297,15874,2170.0,3734.0,1963.0,3199.0,2059.0,3582.0,0.0985297117868783,1630.0,2800.0,1189.0,2109.0,0.0479480896297644,286.0,450.0,0.8344164238578722,9,1,1,1,4,4116.0,353.0,353.0,353.0,812.0,0,0,0,0,0,53,0,1,4,14,1.1235708829693785,11152.0,0.0,178.0,437.0,2368.0,117,6,6,15,28,0.1690696765845761,88513.0,4251.0,4251.0,11301.0,24186.0,78,1,4,8,15,0.9563135777214982,477,9,18,37,115,SK 0634,0.9804715349378604,0
135,4,14,16,17,1,200500.0,69,1,6,9,12,11801597.0,200500.0,2680274.0,2930308.0,3205207.0,0.168459920263761,12046892.735879716,484172.44452683,4264686.93487054,4550258.90153335,4674712.90153335,US,17,2,6,6,6,8332760.0,1466000.0,4026961.0,4026961.0,4026961.0,0.3192649943112509,25,2,2,2,2,0.2270145155819507,8097.0,74.0,74.0,74.0,74.0,12598,426,2623.0,84.0,3044.0,129.0,2464.0,68.0,0.0489226418696563,2380.0,81.0,1526.0,33.0,0.1030508831036175,560.0,31.0,2.24647974525709,12,0,0,1,1,26632.0,0.0,0.0,63.0,63.0,0,0,0,0,0,41,1,2,2,5,0.895780474593111,10739.0,96.0,420.0,420.0,719.0,219,2,5,14,46,0.396639076390007,145748.0,1552.0,3535.0,13278.0,33848.0,146,6,14,21,34,0.3209323144108402,729,15,30,63,151,SK 0981,2.2791678070012664,0
207,3,10,37,87,1,531287.0,124,2,6,12,39,22783736.0,650287.0,1440292.0,2084440.0,6867148.0,0.084145080487576,13332407.553558128,442134.02631664,1425737.00527431,1877524.883577754,5203628.541200597,US,47,1,4,9,24,17647906.0,531827.0,1263539.0,2611071.0,6411114.0,0.0218801074255036,19,0,2,9,17,1.4873634271679097,5178.0,0.0,1715.0,3280.0,4974.0,4194,1692,414.0,411.0,255.0,331.0,369.0,352.0,0.0155283297192007,360.0,384.0,185.0,171.0,0.0155283297192007,34.0,42.0,1.5557106023180052,32,0,2,10,23,171330.0,0.0,707.0,131733.0,152962.0,2,0,0,0,0,84,0,7,12,37,1.013981717659777,24648.0,0.0,1963.0,3113.0,6244.0,212,1,13,30,67,0.9221338121545184,125634.0,634.0,7866.0,18349.0,36321.0,267,6,23,46,90,0.6350193319716787,1075,20,95,218,440,SK 1029,0.0352034622560953,32
115,1,17,34,57,1,55609.0,45,1,6,7,22,8347374.0,55609.0,953986.0,1171092.0,4373556.0,0.2527165251357831,7305586.135008875,0.0,1103263.71646874,1337464.79380927,3816565.157913712,US,8,0,1,3,5,5866027.0,0.0,440400.0,2243289.0,4212346.0,1.7686074476120723,17,3,3,4,10,0.4825072007947687,2364.0,347.0,347.0,371.0,1934.0,13681,12786,2059.0,1637.0,1507.0,1404.0,1508.0,1268.0,0.0137903415171819,1571.0,1366.0,793.0,611.0,0.0255898031228502,204.0,193.0,0.2534359012452521,22,2,3,5,13,62874.0,10579.0,11002.0,11689.0,51639.0,0,0,0,0,0,41,3,5,15,22,0.4954193459584675,13056.0,1668.0,2828.0,4388.0,6389.0,117,3,19,38,69,0.3712480953621831,61024.0,2960.0,14042.0,23706.0,37133.0,89,0,6,32,69,1.5084668925640656,412,16,60,137,231,SK 0685,40.53752794198079,0
40,7,14,17,20,3,1742753.0,27,5,7,10,13,6456588.0,2146764.0,2314637.0,2692862.0,2966900.0,0.1757662215623411,4133944.040863856,2426460.5804025,2426460.5804025,2544254.36350495,2683152.36350495,US,10,3,4,5,5,5133526.0,2044101.0,2358430.0,2585135.0,2585135.0,0.2625704036882236,3,0,0,0,0,7.692702817064617,1083.0,0.0,0.0,0.0,0.0,8623,8574,2230.0,2220.0,1377.0,1362.0,1952.0,1944.0,0.0165112431121723,2117.0,2104.0,820.0,818.0,0.040748186874627,129.0,127.0,5.269123410024684,1,0,0,0,0,1171.0,0.0,0.0,0.0,0.0,1,0,0,0,0,13,0,0,2,3,2.590301169445363,1761.0,0.0,0.0,446.0,1037.0,54,1,4,7,19,0.9901615896441982,37304.0,2158.0,4491.0,6247.0,15967.0,58,0,0,3,18,2.317613691602512,196,0,9,48,89,SK 1489,0.1377661075105631,8
42,4,16,28,40,0,0.0,15,0,8,10,13,2779479.0,0.0,1994997.0,2337311.0,2609151.0,1.0968468202849175,3444380.760489322,0.0,2799017.53075433,3109578.53100488,3394794.00768271,US,5,0,3,4,5,2047392.0,0.0,1634892.0,1984892.0,2047392.0,1.5480406658665242,1,0,0,1,1,2.6998685277525,429.0,0.0,0.0,429.0,429.0,3002,9057,750.0,2098.0,611.0,2349.0,615.0,1708.0,0.0285133214665353,651.0,1819.0,297.0,824.0,0.0196351385057543,78.0,260.0,3.432009222932694,1,0,0,0,1,33175.0,0.0,0.0,0.0,33175.0,0,0,0,0,0,4,0,0,3,4,2.2798482871490515,819.0,0.0,0.0,790.0,819.0,28,1,1,7,18,0.9728973873683018,16725.0,2091.0,2091.0,5949.0,11616.0,16,2,3,4,7,0.4087257003158798,86,3,6,39,70,SK 1454,1.0919511648592004,0
