banks_10mi,banks_1mi,banks_2mi,banks_3mi,banks_5mi,centerxy_full_0p5_intersect_count,centerxy_full_0p5_intersect_gla,centerxy_full_count_10mi,centerxy_full_count_1mi,centerxy_full_count_2mi,centerxy_full_count_3mi,centerxy_full_count_5mi,centerxy_full_gla_10mi,centerxy_full_gla_1mi,centerxy_full_gla_2mi,centerxy_full_gla_3mi,centerxy_full_gla_5mi,centerxy_full_nearest_dist,centerxy_gla_effective_10mi,centerxy_gla_effective_1mi,centerxy_gla_effective_2mi,centerxy_gla_effective_3mi,centerxy_gla_effective_5mi,country_code,dmm_count_10mi,dmm_count_1mi,dmm_count_2mi,dmm_count_3mi,dmm_count_5mi,dmm_gla_10mi,dmm_gla_1mi,dmm_gla_2mi,dmm_gla_3mi,dmm_gla_5mi,dmm_nearest_dist,hrsa_hospitals_10mi,hrsa_hospitals_1mi,hrsa_hospitals_2mi,hrsa_hospitals_3mi,hrsa_hospitals_5mi,hrsa_hospitals_nearest_dist,hrsa_number_of_certified_beds_10mi,hrsa_number_of_certified_beds_1mi,hrsa_number_of_certified_beds_2mi,hrsa_number_of_certified_beds_3mi,hrsa_number_of_certified_beds_5mi,inrix_aadt_ew,inrix_aadt_ns,inrix_afternoon_ew,inrix_afternoon_ns,inrix_breakfast_ew,inrix_breakfast_ns,inrix_dinner_ew,inrix_dinner_ns,inrix_ew_distance,inrix_lunch_ew,inrix_lunch_ns,inrix_night_ew,inrix_night_ns,inrix_ns_distance,inrix_overnight_ew,inrix_overnight_ns,ipeds_postsecondary_nearest_dist,ipeds_postsecondary_schools_10mi,ipeds_postsecondary_schools_1mi,ipeds_postsecondary_schools_2mi,ipeds_postsecondary_schools_3mi,ipeds_postsecondary_schools_5mi,ipeds_postsecondary_schools_total_enrollment_10mi,ipeds_postsecondary_schools_total_enrollment_1mi,ipeds_postsecondary_schools_total_enrollment_2mi,ipeds_postsecondary_schools_total_enrollment_3mi,ipeds_postsecondary_schools_total_enrollment_5mi,military_installations_10mi,military_installations_1mi,military_installations_2mi,military_installations_3mi,military_installations_5mi,nces_private_schools_10mi,nces_private_schools_1mi,nces_private_schools_2mi,nces_private_schools_3mi,nces_private_schools_5mi,nces_private_schools_nearest_dist,nces_private_schools_total_enrollment_10mi,nces_private_schools_total_enrollment_1mi,nces_private_schools_total_enrollment_2mi,nces_private_schools_total_enrollment_3mi,nces_private_schools_total_enrollment_5mi,nces_public_schools_10mi,nces_public_schools_1mi,nces_public_schools_2mi,nces_public_schools_3mi,nces_public_schools_5mi,nces_public_schools_nearest_dist,nces_public_schools_total_enrollment_10mi,nces_public_schools_total_enrollment_1mi,nces_public_schools_total_enrollment_2mi,nces_public_schools_total_enrollment_3mi,nces_public_schools_total_enrollment_5mi,osm_highway_exits_count_10mi,osm_highway_exits_count_1mi,osm_highway_exits_count_2mi,osm_highway_exits_count_3mi,osm_highway_exits_count_5mi,osm_nearest_exit_dist,places_of_worship_10mi,places_of_worship_1mi,places_of_worship_2mi,places_of_worship_3mi,places_of_worship_5mi,store,transitstop_nearest_dist,transitstops
106,5,7,13,19,2,176717.0,55,2,3,5,10,13512202.0,176717.0,426717.0,532995.0,1313743.0,0.1350296495042247,11805541.618334334,200366.92290267,439947.59900295,439947.59900295,1093244.30243789,US,19,0,0,0,1,8450173.0,0.0,0.0,0.0,343038.0,3.378123253226168,7,0,1,1,1,1.7689541615891071,1565.0,0.0,42.0,42.0,42.0,2918,6639,700.0,1568.0,630.0,1463.0,601.0,1379.0,0.0598628962856528,577.0,1378.0,326.0,705.0,0.0337302148158637,84.0,146.0,4.129124041679115,14,0,0,0,2,19069.0,0.0,0.0,0.0,5538.0,1,0,0,0,0,34,2,3,4,8,0.0304653918664488,8141.0,377.0,436.0,612.0,1075.0,145,5,6,6,16,0.1114664545009224,71737.0,5132.0,6118.0,6118.0,12629.0,100,2,5,6,25,0.2735940475732477,444,10,16,24,53,SK 1877,66.52667178312905,0
45,1,4,5,22,1,188135.0,58,4,5,7,22,8888275.0,579560.0,649338.0,806465.0,3871797.0,0.1740992863676937,6002857.591286869,641776.19303848,641776.19303848,641776.19303848,2408736.566701763,US,15,1,1,1,6,6170301.0,228000.0,228000.0,228000.0,3105920.0,0.2097675121886597,5,0,0,0,1,3.8807692108891687,717.0,0.0,0.0,0.0,122.0,705,18266,129.0,3753.0,78.0,4463.0,122.0,3470.0,0.0327676664947546,94.0,3411.0,72.0,2227.0,0.0512840247126337,26.0,941.0,3.063083225844315,4,0,0,0,4,11193.0,0.0,0.0,0.0,11193.0,1,0,0,0,0,19,0,0,2,5,2.249522920732858,3947.0,0.0,0.0,140.0,487.0,104,0,4,10,32,1.0970208775828,81327.0,0.0,2202.0,6811.0,23259.0,73,6,11,14,21,0.3881344065133348,472,7,38,63,149,SK 1691,1.4551247397508842,0
50,7,19,28,38,2,1488405.0,15,3,8,10,14,3425452.0,1607739.0,2310709.0,2537805.0,3262276.0,0.1219349464844202,3346865.43671723,1485348.92646428,2308227.9552223403,2461719.9552223403,2978605.21861513,US,3,2,2,2,3,1876682.0,1481584.0,1481584.0,1481584.0,1876682.0,0.0557845283870386,2,1,1,1,2,0.9033136784636088,748.0,211.0,211.0,211.0,748.0,2709,4348,172.0,1069.0,118.0,755.0,151.0,955.0,0.0331098753323026,147.0,1010.0,72.0,477.0,0.0202319477984965,25.0,82.0,1.8843037979871056,5,0,1,2,4,24113.0,0.0,45.0,16713.0,16862.0,0,0,0,0,0,5,0,1,1,2,1.475162883620713,2384.0,0.0,22.0,22.0,925.0,22,0,2,3,11,1.3565196778954545,12309.0,0.0,2459.0,2987.0,7291.0,23,0,4,5,10,1.752439303516864,65,4,11,21,36,SK 0641,5.623854110483498,0
372,10,55,97,186,0,0.0,146,1,5,9,42,26842043.0,195392.0,737657.0,1441369.0,7999501.0,0.8726761923249627,20954232.37215902,195392.0,800344.09227964,1782957.2814736,6861700.687654808,US,44,1,7,11,21,17208852.0,195392.0,1592792.0,2275414.0,6812685.0,0.9016958350117078,38,1,5,18,28,0.0703719900141437,10504.0,1.0,889.0,5517.0,8463.0,12808,8865,1220.0,2139.0,902.0,1535.0,1249.0,2007.0,0.0126703512880984,1060.0,1767.0,1059.0,1139.0,0.0169756723075462,338.0,278.0,0.5712868475762709,32,2,4,10,15,190231.0,77046.0,86371.0,122624.0,176564.0,0,0,0,0,0,97,3,9,19,36,0.2305170313770135,25730.0,1341.0,2922.0,5481.0,10248.0,402,6,15,33,113,0.528953500404861,237919.0,4582.0,8121.0,18635.0,56699.0,430,5,41,83,186,0.620059888833388,1514,38,122,224,470,SK 0109,0.0178968069520111,33
180,5,19,37,94,1,88450.0,184,2,19,33,79,40544569.0,162769.0,3996755.0,5908513.0,16477857.0,0.1955606873234583,37632693.01380492,0.0,2583927.84890589,3982897.822601453,11951412.193748271,US,61,0,3,6,19,27641140.0,0.0,1221257.0,2234257.0,9600010.0,1.7160691566198694,30,0,1,4,13,1.6851696440422967,5422.0,0.0,12.0,354.0,2118.0,18688,348,4683.0,83.0,3442.0,72.0,3956.0,65.0,0.028759415509243,3963.0,71.0,2089.0,34.0,0.0536914020465339,556.0,24.0,1.9224748975262929,22,0,3,4,10,90729.0,0.0,1406.0,44364.0,49277.0,0,0,0,0,0,49,0,3,9,28,1.011908969335589,11980.0,0.0,319.0,3232.0,7207.0,245,1,12,31,77,0.7360100414413299,191223.0,588.0,10256.0,23287.0,68125.0,218,0,0,18,57,2.322113603534464,618,9,39,86,214,SK 1067,0.0291962128912085,8
140,3,16,25,60,5,678790.0,42,5,11,16,25,7951632.0,678790.0,2125705.0,3251340.0,6253571.0,0.0417786035802299,5418640.189441838,337849.1197022,1015722.523699866,1633218.3556841658,3990429.011998936,US,7,1,2,4,6,4647116.0,212067.0,1165067.0,2145067.0,4427588.0,0.2655302375069308,22,0,0,1,7,2.410650335800381,4576.0,0.0,0.0,371.0,750.0,10362,6084,2616.0,1560.0,1885.0,1107.0,2206.0,1416.0,0.040659611972634,2309.0,1111.0,1103.0,737.0,0.0140119980437421,243.0,153.0,0.588155005560968,18,1,2,3,7,61719.0,162.0,332.0,1943.0,3495.0,0,0,0,0,0,55,4,11,16,24,0.1925939185262744,21922.0,1684.0,3487.0,5044.0,8201.0,97,5,14,22,35,0.4241010467534836,52945.0,5264.0,10128.0,14058.0,21152.0,82,6,11,17,34,0.194268234878651,444,6,46,98,148,SK 0000,9.47106101709675,0
157,8,20,21,41,3,630189.0,122,4,6,9,28,23827838.0,743052.0,885238.0,1210770.0,3780381.0,0.319992209503309,21986082.43478835,813675.27016996,813675.27016996,1017030.70763857,2885925.650546792,US,30,1,1,1,3,14171533.0,472265.0,472265.0,472265.0,1124284.0,0.2781802819005368,19,0,4,4,7,1.2154045389147332,2070.0,0.0,625.0,625.0,1131.0,12750,17049,2923.0,3604.0,2284.0,3223.0,2764.0,3461.0,0.0219093669981936,2572.0,3280.0,1717.0,2642.0,0.0453827766918777,490.0,839.0,0.2741253489568325,23,2,2,4,9,73395.0,630.0,630.0,61450.0,64391.0,0,0,0,0,0,41,0,2,2,8,1.6382402560952292,8724.0,0.0,105.0,105.0,1452.0,286,7,20,26,68,0.5657625890962533,187935.0,3301.0,12027.0,15963.0,42508.0,342,4,14,24,60,0.0790394414560662,1031,5,33,88,210,SK 1704,3.512318261950299,0
45,5,13,17,23,1,211388.0,25,1,5,9,9,3890169.0,211388.0,1132327.0,1890172.0,1890172.0,0.372705933254141,5398477.79311059,288950.86873901,2439689.49646356,3651719.44642062,3651719.44642062,US,4,0,2,3,3,1334905.0,0.0,597078.0,1119905.0,1119905.0,1.5131871113218711,8,0,0,1,2,2.565608476033082,1052.0,0.0,0.0,16.0,229.0,669,19199,84.0,3912.0,64.0,4892.0,77.0,3632.0,0.1067100603572211,66.0,3757.0,37.0,2109.0,0.0317395637256298,24.0,897.0,9.834550123210237,2,0,0,0,0,4619.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16,1,2,4,4,0.973708540178026,3108.0,28.0,261.0,584.0,584.0,93,8,15,17,29,0.2113956148366557,60386.0,3806.0,10376.0,12349.0,20515.0,79,0,4,7,13,1.0053487144498343,300,31,48,62,90,SK 0432,1.8960450239105864,0
261,14,29,62,120,4,1051499.0,108,4,13,29,51,21450248.0,1051499.0,2616752.0,5885819.0,9264671.0,0.1282769425301751,19874434.0066044,1188466.80723296,2630318.505473016,5669182.952123895,8391688.985647144,US,28,2,2,10,14,13783145.0,795105.0,795105.0,3981686.0,6129549.0,0.2434806621004953,21,3,7,10,11,0.8097819063043982,3838.0,209.0,443.0,800.0,1143.0,2249,8241,565.0,1909.0,415.0,1951.0,485.0,1610.0,0.0199992547978563,508.0,1852.0,228.0,755.0,0.0326453887048936,47.0,165.0,1.1105662841799775,20,0,1,4,10,68439.0,0.0,758.0,3667.0,30760.0,2,0,0,0,0,57,2,3,10,25,0.6304722629130578,15956.0,561.0,632.0,2285.0,7286.0,192,0,7,13,40,1.2485814586397213,93883.0,0.0,5558.0,8707.0,23300.0,282,0,13,23,67,1.0863666361873414,618,2,13,52,144,SK 1267,2.147566754890762,0
83,2,12,16,24,2,137355.0,54,3,9,11,12,9482567.0,246031.0,2800240.0,3080753.0,3150522.0,0.0309681986823322,10012784.08547508,0.0,4066086.4570065206,4550258.90153335,4550258.90153335,US,15,0,4,6,6,7192288.0,0.0,2560961.0,4026961.0,4026961.0,1.0086872576221846,8,0,2,2,2,1.765884327247101,2849.0,0.0,74.0,74.0,74.0,15758,2573,3476.0,303.0,3500.0,320.0,3196.0,290.0,0.0301165083174858,3307.0,255.0,1756.0,154.0,0.0662554393452796,523.0,50.0,0.085053812403128,4,1,1,1,1,916.0,63.0,63.0,63.0,63.0,0,0,0,0,0,22,0,1,4,5,1.573514036084227,4966.0,0.0,173.0,710.0,960.0,179,3,4,13,30,0.5564347006489335,111998.0,1802.0,4318.0,12736.0,24359.0,123,0,5,19,29,1.27802593947377,572,6,29,63,112,SK 1276,3.960967302862236,0
87,4,13,22,49,4,1230840.0,54,5,8,16,35,13357465.0,3019056.0,3434968.0,4781155.0,8572109.0,0.1454294413710466,14725863.138572104,2370106.15936892,3244342.15936892,5623460.09280495,10645119.515287785,US,22,2,5,7,15,9571732.0,2195104.0,3126540.0,3932480.0,6527179.0,0.3268686896643623,12,2,4,5,9,0.4135753531514398,895.0,209.0,250.0,298.0,520.0,21665,1506,4854.0,237.0,4430.0,181.0,4510.0,228.0,0.0403424813437788,4528.0,185.0,2601.0,110.0,0.1913343688239212,742.0,29.0,9.670903512374242,1,0,0,0,0,654.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,0,3,5,13,1.4690290494487748,4834.0,0.0,826.0,889.0,3210.0,139,0,12,28,61,1.0228577601028612,149834.0,0.0,5413.0,21611.0,61474.0,93,4,20,28,41,0.09381942670149,287,2,38,56,125,SK 1645,1.3377759044609023,0
45,5,6,10,15,5,869776.0,26,5,6,9,11,5365740.0,869776.0,950484.0,1726661.0,1918394.0,0.1603501519013589,6687111.7547187805,1442851.05974911,1442851.05974911,2478642.48045058,2794908.48045058,US,7,1,1,3,3,3012077.0,182817.0,182817.0,823862.0,823862.0,0.3904086009287074,4,0,0,0,0,6.448929636464468,439.0,0.0,0.0,0.0,0.0,23711,10474,5519.0,1410.0,4774.0,1074.0,5046.0,1188.0,0.0173891555635411,5083.0,1343.0,2751.0,572.0,0.0497457644467458,537.0,138.0,17.29223611727395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,2,4,6,10,0.6109696005092987,3153.0,60.0,1335.0,1684.0,2188.0,40,1,3,6,12,0.8471124749467753,34375.0,475.0,2217.0,5196.0,11362.0,8,0,0,0,0,6.235812424238644,197,7,17,42,64,SK 0912,9.281078630095084,0
332,6,14,39,83,3,248878.0,195,5,9,23,51,34825583.0,479847.0,821593.0,3440216.0,10922867.0,0.0968080550956806,27115624.16552032,234704.71028549696,373251.710285497,2505045.087293697,7532651.070074529,US,39,0,0,5,13,17606141.0,0.0,0.0,2096791.0,6803794.0,2.2355910700572577,25,0,0,2,6,2.794471067227229,1570.0,0.0,0.0,342.0,490.0,11339,12389,2459.0,2663.0,2706.0,2948.0,2313.0,2459.0,0.0270610898817868,2327.0,2452.0,1239.0,1400.0,0.0529413991404971,296.0,466.0,1.50027267826282,32,0,2,3,11,24061.0,0.0,565.0,1154.0,3299.0,0,0,0,0,0,101,1,8,15,31,0.7327363734866958,23935.0,147.0,3923.0,4434.0,7236.0,314,6,12,23,61,0.3734018143704299,268740.0,5018.0,9933.0,19022.0,61493.0,221,0,12,27,64,1.029552132287308,1125,12,30,68,217,SK 0091,0.0249349395313407,24
25,1,1,1,5,1,84208.0,19,1,1,1,1,3226231.0,84208.0,84208.0,84208.0,84208.0,0.0317553327273501,1650272.410380416,0.0,0.0,0.0,0.0,US,4,0,0,0,0,1652067.0,0.0,0.0,0.0,0.0,7.022452580139934,4,0,0,0,1,4.285875471368849,329.0,0.0,0.0,0.0,57.0,14126,4887,3022.0,1031.0,4202.0,1416.0,2559.0,893.0,0.0817202304800347,2588.0,951.0,1063.0,401.0,0.0399794080382203,693.0,195.0,7.473991756991522,2,0,0,0,0,332.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17,0,0,1,1,2.6522451535974025,4604.0,0.0,0.0,443.0,443.0,38,0,3,4,9,1.189252241171754,23388.0,0.0,2185.0,2909.0,5304.0,32,0,0,6,10,2.1546913333336675,122,2,9,13,20,SK 0011,17.261153839168642,0
144,4,11,28,55,0,0.0,50,0,4,7,17,10398283.0,0.0,279012.0,777930.0,3893481.0,1.326378276739698,9081051.628269851,0.0,0.0,713430.61545588,2210451.728657552,US,17,0,1,2,7,7132529.0,0.0,170000.0,388000.0,2802569.0,1.5396928057734136,17,9,9,9,13,0.1008813700143163,3661.0,2623.0,2623.0,2623.0,2998.0,2453,13456,294.0,1277.0,214.0,2094.0,207.0,989.0,0.1003732530814665,191.0,1328.0,77.0,491.0,0.022793125182186,47.0,222.0,0.5605405639343832,15,2,4,7,9,24039.0,7534.0,7534.0,16908.0,17068.0,0,0,0,0,0,21,2,4,7,9,0.6384380840367245,6035.0,779.0,983.0,2012.0,2244.0,88,4,15,25,42,0.3960357470842565,38775.0,1995.0,5597.0,9454.0,14875.0,95,2,10,13,66,0.8264107264987668,308,7,45,102,161,SK 1058,0.0192409032135276,14
97,5,8,18,30,3,402107.0,35,3,3,7,16,6661787.0,402107.0,402107.0,2172108.0,4208798.0,0.1343066330613624,6421182.1310485015,563896.15238369,563896.15238369,2548793.09782321,4774499.092601582,US,11,0,0,1,5,4942214.0,0.0,0.0,281167.0,3072064.0,2.4688648327600253,10,0,0,1,2,2.7349963702184703,1753.0,0.0,0.0,147.0,182.0,1989,3409,193.0,337.0,222.0,347.0,162.0,291.0,0.0631511275164778,172.0,309.0,75.0,142.0,0.0433563414798908,30.0,36.0,2.137427360177368,8,0,0,1,2,27750.0,0.0,0.0,13257.0,17837.0,0,0,0,0,0,22,1,3,4,5,0.6470439516608674,4405.0,198.0,880.0,1022.0,1217.0,126,3,9,17,35,0.6178454051610782,62368.0,1526.0,4415.0,10767.0,18151.0,442,3,7,22,111,0.4815909412012463,336,3,13,31,69,SK 1153,0.3435621966321009,3
31,1,2,4,11,2,1396860.0,22,4,9,11,12,5319092.0,1606566.0,2405023.0,2584991.0,2910476.0,0.1994377236058805,2298285.976191122,468254.653125801,916144.424346551,972463.412545394,1036841.1236845108,US,7,1,2,2,3,3194362.0,1272397.0,1606050.0,1606050.0,1916752.0,0.4534124498612744,4,0,0,0,3,3.331669195590635,1197.0,0.0,0.0,0.0,787.0,9950,18263,1393.0,2514.0,774.0,2074.0,1153.0,1771.0,0.0303146729426061,1240.0,2448.0,460.0,659.0,0.0241612679439863,80.0,175.0,0.8124013463486488,7,1,2,2,4,18337.0,61.0,355.0,355.0,2790.0,0,0,0,0,0,14,0,2,3,6,1.5538682520172304,2017.0,0.0,94.0,246.0,596.0,103,1,5,10,32,0.6059209165953132,37088.0,30.0,1315.0,2152.0,10228.0,85,2,10,24,38,0.3591052900706403,246,2,13,33,91,SK 1793,6.698752055742049,0
53,11,19,20,23,2,173166.0,24,4,8,8,9,4191733.0,697431.0,1704166.0,1704166.0,1817392.0,0.187146117621747,4803956.206958456,803467.5902865101,2508713.27331144,2508713.27331144,2606649.115532396,US,5,1,2,2,2,1894814.0,217808.0,477808.0,477808.0,477808.0,0.6225124774638972,4,0,0,1,1,2.60548145235868,760.0,0.0,0.0,250.0,250.0,11844,2582,1443.0,323.0,1328.0,271.0,1288.0,262.0,0.016962796954161,1281.0,270.0,753.0,138.0,0.0529794235529891,160.0,37.0,1.485732719261474,2,0,1,1,1,5420.0,0.0,840.0,840.0,840.0,0,0,0,0,0,10,1,1,1,1,0.8991446903804253,1801.0,346.0,346.0,346.0,346.0,88,6,18,19,23,0.4544068835033764,43973.0,3750.0,9684.0,11900.0,13451.0,192,9,17,24,56,0.1730397073391506,126,12,23,33,44,SK 1540,5.2613690153777855,0
152,1,12,37,76,0,0.0,54,2,5,14,29,10408983.0,122524.0,1933808.0,2893254.0,6550099.0,0.5001895905033804,7841035.613825798,0.0,1730280.91393011,2068130.0336323096,4120509.675571016,US,12,0,2,3,6,5993650.0,0.0,1780000.0,1992067.0,4427588.0,1.242802642761166,24,0,1,5,7,1.1643053957883291,4970.0,0.0,126.0,604.0,1663.0,12798,184,3142.0,42.0,2717.0,36.0,2643.0,34.0,0.0183052687368986,2620.0,34.0,1328.0,21.0,0.0369258674330201,347.0,16.0,2.09312612382788,21,0,0,6,8,67557.0,0.0,0.0,2951.0,3891.0,1,0,0,0,0,66,5,9,19,29,0.1131366103691544,24763.0,1699.0,2884.0,6677.0,9429.0,133,4,9,24,41,0.5455258244787097,72880.0,2958.0,4816.0,14641.0,23058.0,110,2,11,20,41,0.5451337760268111,547,10,29,75,183,SK 0217,7.326845870309837,0
143,0,0,3,11,2,508686.0,79,2,2,5,11,14521740.0,508686.0,508686.0,1006637.0,2045053.0,0.2116685770603895,9906210.818122938,478925.84030058,478925.84030058,851848.37874117,1922865.90828264,US,25,2,2,3,4,10164665.0,648697.0,648697.0,1188697.0,1425276.0,0.1953052565092733,6,0,0,0,0,7.603108722740136,2254.0,0.0,0.0,0.0,0.0,1073,3749,244.0,952.0,245.0,616.0,218.0,849.0,0.0243998478937467,212.0,833.0,115.0,427.0,0.018826997328821,39.0,72.0,2.7746229237177875,12,0,0,1,4,32143.0,0.0,0.0,705.0,1800.0,1,0,0,0,1,25,0,1,1,3,1.5547696790986012,8486.0,0.0,142.0,142.0,224.0,116,2,5,8,21,0.5044520042837606,81299.0,1444.0,5479.0,7139.0,15161.0,162,2,5,9,48,0.3615078744682219,429,0,10,24,77,SK 1614,0.2368053171926146,3
79,3,14,15,30,3,656587.0,58,5,12,15,33,8315447.0,2034312.0,3592959.0,3823631.0,5729670.0,0.1646649385900354,6168906.041550356,1680091.64450484,3402189.281874221,3402189.281874221,4635755.745286721,US,12,4,8,8,9,3947386.0,2027067.0,3103925.0,3103925.0,3355560.0,0.3685991007597096,3,0,1,1,1,1.7946979870287307,1477.0,0.0,436.0,436.0,436.0,37569,1190,7793.0,160.0,10054.0,113.0,6690.0,150.0,0.0474555220707586,7471.0,126.0,3832.0,89.0,0.0635667612464541,1729.0,25.0,1.2912353565421206,12,0,1,2,5,55412.0,0.0,157.0,157.0,4856.0,0,0,0,0,0,40,0,3,6,16,1.0756072315447496,8276.0,0.0,735.0,1834.0,3304.0,168,0,7,13,43,1.14042361406875,111144.0,0.0,4588.0,6049.0,34822.0,83,3,9,16,35,0.787416571777796,596,24,55,88,222,SK 0801,0.0891855972595421,8
11,1,3,8,11,1,372351.0,7,3,4,5,7,1468163.0,988260.0,1125421.0,1218180.0,1468163.0,0.2013314847958913,1590671.86719485,1246333.48547357,1434391.82991578,1434391.82991578,1590671.86719485,US,3,2,2,2,3,797510.0,617365.0,617365.0,617365.0,797510.0,0.6711097284077565,1,0,1,1,1,1.67802713682122,182.0,0.0,182.0,182.0,182.0,931,13563,112.0,2926.0,99.0,3500.0,103.0,2684.0,0.0404059602102823,85.0,2627.0,54.0,1348.0,0.0280642583037419,24.0,478.0,2.4079150575377253,1,0,0,1,1,16100.0,0.0,0.0,16100.0,16100.0,0,0,0,0,0,2,0,1,1,2,1.7205047715956288,255.0,0.0,57.0,57.0,255.0,16,3,7,7,7,0.4409145830344995,12485.0,3076.0,8571.0,8571.0,8571.0,0,0,0,0,0,10.496155285165155,76,3,6,42,55,SK 1737,23.31424121245604,0
81,3,8,23,44,6,2020250.0,39,8,11,13,28,7907707.0,2693536.0,2998192.0,3145610.0,6201193.0,0.0771212593323179,6854433.605114762,2642045.7052352,2697559.617613918,2697559.617613918,5893339.685076132,US,11,3,3,3,9,4800914.0,2054749.0,2054749.0,2054749.0,4118048.0,0.4487979384382289,10,0,0,3,4,2.141543724433816,1642.0,0.0,0.0,386.0,517.0,22360,14066,5336.0,3551.0,4602.0,2229.0,4603.0,3244.0,0.0270367587234118,4845.0,2932.0,2274.0,1765.0,0.1669156318546213,700.0,346.0,0.7620790351167275,9,2,4,5,9,24050.0,455.0,11454.0,14129.0,24050.0,0,0,0,0,0,31,1,5,11,18,1.0497882747798368,9316.0,710.0,2795.0,4193.0,6320.0,82,1,9,18,40,0.5372776701187223,50034.0,456.0,6856.0,12703.0,22339.0,76,0,14,20,42,1.267141160309358,347,3,23,55,208,SK 0898,22.338034934376516,0
490,7,16,106,255,3,1664317.0,154,3,4,18,47,31920889.0,1664317.0,1749029.0,5125895.0,10277991.0,0.0508568453481278,17814574.850651994,760387.7674087901,760387.7674087901,2489537.537758432,5387165.701482795,US,65,4,6,15,28,26092524.0,1976192.0,2813085.0,5953418.0,9858252.0,0.0686750382439149,30,0,0,2,13,2.6299215869265127,9362.0,0.0,0.0,371.0,2929.0,1042,3753,204.0,931.0,188.0,632.0,181.0,863.0,0.0395724067180898,165.0,745.0,97.0,480.0,0.0299697235805584,30.0,102.0,0.7307967716170888,45,1,1,6,20,213858.0,289.0,289.0,38676.0,100712.0,14,1,2,5,9,170,0,3,18,60,1.2156258705557528,37327.0,0.0,445.0,3415.0,14750.0,516,1,13,34,183,0.5389030647552763,266722.0,566.0,6233.0,17003.0,89993.0,638,41,119,176,278,0.1497571438993196,2047,4,25,135,761,SK 0435,0.1990938934749719,11
57,6,21,32,49,4,732183.0,24,7,13,17,22,4470272.0,1115730.0,2861888.0,3480665.0,4265692.0,0.1375265040829318,6057186.290223297,1542734.90329115,3669419.42518271,4887794.87232516,5770856.471176567,US,5,1,5,5,5,1755684.0,248503.0,1755684.0,1755684.0,1755684.0,0.3168481015352929,7,1,1,2,7,0.2680211918445098,540.0,1.0,1.0,17.0,540.0,24305,1963,5502.0,442.0,3458.0,277.0,5412.0,455.0,0.0286862857808266,4863.0,368.0,4031.0,341.0,0.0311628641946762,1039.0,79.0,1.1810305303282185,4,0,2,2,4,75069.0,0.0,75001.0,75001.0,75069.0,0,0,0,0,0,9,1,1,4,8,0.9523001477015564,1544.0,132.0,132.0,318.0,1216.0,51,5,8,14,36,0.5889734230887221,32425.0,2693.0,5411.0,10531.0,22951.0,43,0,6,15,26,1.3819607661722602,118,6,28,46,88,SK 0163,54.692963160941616,0
391,11,20,54,140,2,447034.0,190,6,17,36,86,35532210.0,847566.0,2067865.0,4993754.0,15103135.0,0.3982388580661954,27091135.70738498,467234.638237216,1189918.563256716,3486741.2935120924,10643024.558285944,US,46,1,3,6,14,19718621.0,335089.0,637395.0,2089257.0,6725556.0,0.3963362231268008,31,1,4,4,8,0.5586525329512408,4705.0,1.0,353.0,353.0,635.0,18542,1214,4166.0,169.0,3323.0,179.0,3904.0,148.0,0.0199840506621814,3800.0,155.0,2605.0,82.0,0.0120057913009834,744.0,33.0,0.9176399999888474,35,1,5,6,18,39563.0,139.0,1401.0,1542.0,11799.0,0,0,0,0,0,115,3,4,18,39,0.6451776198405079,28825.0,181.0,237.0,4381.0,11262.0,319,4,10,32,114,0.5989916848434971,243341.0,12326.0,17230.0,34472.0,97962.0,282,5,16,23,81,0.3252661910029149,1239,24,64,150,456,SK 0124,0.0647936598223759,20
39,10,17,19,36,2,172736.0,13,3,4,5,13,1367350.0,261038.0,326802.0,432568.0,1367350.0,0.1332076906631026,844657.05556989,157170.90229852,157170.90229852,319454.08715569,844657.05556989,US,1,0,0,0,1,236492.0,0.0,0.0,0.0,236492.0,4.134745923983195,1,0,0,0,1,3.2186669333172864,157.0,0.0,0.0,0.0,157.0,8619,4455,2046.0,1066.0,1680.0,934.0,1881.0,939.0,0.0245075429212096,1740.0,935.0,1052.0,479.0,0.0270787452733692,220.0,102.0,3.355278448232033,3,0,0,0,3,30964.0,0.0,0.0,0.0,30964.0,0,0,0,0,0,8,1,2,5,7,0.7055337344660895,1569.0,4.0,316.0,1049.0,1503.0,23,2,3,10,19,0.3183143631924343,11864.0,2230.0,2669.0,6476.0,10704.0,22,0,4,12,15,1.4632499618853665,75,6,12,21,71,SK 1658,0.1028256793794658,8
