age0018_p_ta,age65pl_p_ta,age85pl_p_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_p_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_p_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_p_ta,dtpop_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_p_ta,edu_9to12_p_ta,edu_assocdeg_p_ta,edu_bach_p_ta,edu_bachplus_female_p_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_p_ta,edu_highsch_p_ta,edu_lt9_p_ta,edu_master_p_ta,edu_profdeg_p_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_p_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_p_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_p_ta,hh_type_fam_p_ta,hh_type_female_child_p_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_child_p_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_child_p_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_p_ta,hhinc150pl_p_ta,hhinc30lt_p_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_1mi,medhhinc_dma,medhhinc_ta,medsalcy_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,store_num,wealth_hhavg_ta,wealth_hhtotal_ta,white_p_ta
0.1866,0.2213,0.0218,0.148,146195.0,145820.0,0.0287,0.2904,0.0648,0.0968,0.1035,0.1161,0.6178,26.0,1470.641,106351.0,0.2025,0.0991,0.2452,0.006,0.0633,0.046,0.0113,44725.0,0.025,0.0575,0.0333,0.0703,0.3188,0.2569,0.236,0.4929,0.012,0.2386,0.0212,0.1305,0.0316,0.1436,0.0725,0.0289,0.0478,0.0283,0.0727,0.0293,0.2976,0.0131,0.0,0.0553,0.0,0.0,0.0765,0.3073,0.0503,0.0198,0.0207,0.1382,0.0253,0.0055,0.0021,0.0088,13746.0,4783246.0,0.1634,0.1428,0.0,0.0,0.2113,0.0615,0.2069,0.2555,0.2882,0.4252,0.1778,0.1784,0.2008,0.0578,0.0899,0.0216,0.0252,0.0113,674.637,0.0404,0.7099,0.2901,0.2069,0.752,0.023,0.0514,0.0744,0.0051,0.0167,0.0218,0.2784,0.3773,0.6557,0.0412,20517.0,2.6425,2.9195,0.5608,0.3866,0.1057,0.0793,17177.0,3340.0,758.0,117435.0,87680.0,117274.1106,46501.83,0.1688,3.1151,0.6026,0.0,0.0079,0.3896,20517.0,0.0183,51846.51,0.005791,1908.3972,328.0,320.0,0.0,58038.0,10.0284,2.6265,2.9291,0.0606,6837041.0,40285060.0,245886624.0,21992904.0,SK 1680,274770.0,20517.0,0.7257
0.266,0.1085,0.0057,0.0673,130365.0,132569.0,0.0331,0.2021,0.0562,0.1129,0.118,0.1659,0.5464,47.0,1707.3459,106831.0,0.2762,0.1333,0.1151,0.0078,0.0847,0.061,0.0159,114617.0,0.0207,0.0955,0.0309,0.0867,0.3272,0.2443,0.2326,0.4769,0.0146,0.1639,0.0175,0.1192,0.0159,0.2241,0.0588,0.0239,0.0256,0.0973,0.1363,0.0494,0.1944,0.0199,0.001,0.0559,0.0,0.0001,0.0637,0.2746,0.0401,0.0133,0.0262,0.1515,0.0183,0.0065,0.0028,0.0132,31470.0,11672168.0,0.2236,0.1791,0.0,0.0,0.2391,0.0178,0.1695,0.236,0.2927,0.5288,0.2025,0.1577,0.2027,0.0457,0.087,0.0139,0.0308,0.0149,747.9181,0.0317,0.7459,0.2541,0.1695,0.7893,0.0691,0.034,0.1031,0.0183,0.0192,0.0376,0.358,0.2906,0.6486,0.0412,50209.0,10.8719,9.6417,0.5707,0.3313,0.0842,0.196,37050.0,13159.0,2041.0,105789.0,85075.0,113927.054,47421.22,0.1585,2.8783,0.6279,0.0,0.0072,0.365,50209.0,0.0368,45576.83,0.018987,2177.1093,3011.0,513.0,174.0,146153.0,100.9316,10.965,9.8609,0.0453,14466058.0,85626837.0,475012362.0,47487019.0,SK 1229,263807.0,50209.0,0.6669
0.1996,0.1671,0.0141,0.0175,165205.0,212001.0,0.0358,0.2293,0.1716,0.429,0.1422,0.0665,0.1902,98.0,4031.03,123482.0,0.1016,0.0812,0.08,0.004,0.0886,0.0795,0.005,49615.0,0.0016,0.026,0.01,0.0272,0.4407,0.4201,0.3745,0.7947,0.0461,0.065,0.0073,0.1729,0.135,0.0958,0.0571,0.0311,0.0208,0.0247,0.0455,0.0741,0.4096,0.0194,0.0031,0.0336,0.0,0.0,0.0421,0.621,0.1026,0.0371,0.0232,0.0701,0.0013,0.0017,0.0,0.0017,30812.0,4382782.0,0.1742,0.2283,0.9223,0.0,0.0,0.0367,0.2935,0.2239,0.3273,0.4886,0.1398,0.1882,0.1512,0.0511,0.0682,0.0115,0.0159,0.0041,845.3897,0.0592,0.7539,0.2461,0.2935,0.6609,0.0339,0.0353,0.0692,0.0068,0.0044,0.0112,0.3047,0.2758,0.5805,0.0456,10405.0,0.3171,0.5193,0.6197,0.4639,0.1182,0.0203,7980.0,2425.0,888.0,102189.0,56419.0,137589.7209,46585.36,0.1581,3.0595,0.5212,0.0,0.0026,0.4763,10405.0,0.0084,82077.06,0.000947,2228.9291,-74.0,117.0,292.0,27434.0,0.7239,0.2699,0.4743,0.088,2613327.0,15776244.0,91219457.0,8671091.0,SK 0072,290418.0,10405.0,0.918
0.2259,0.1648,0.0168,0.0236,81493.0,67483.0,0.1203,0.202,0.2744,0.308,0.0691,0.0334,0.3124,161.0,889.7578,55794.0,0.1333,0.1106,0.1098,0.0034,0.1543,0.1435,0.0074,59166.0,0.0071,0.0143,0.0554,0.0584,0.1998,0.1966,0.1439,0.3404,0.0275,0.2775,0.0199,0.0912,0.0219,0.2484,0.0576,0.0276,0.0221,0.0275,0.0729,0.0513,0.2771,0.0198,0.0013,0.0405,0.0,0.0023,0.0687,0.4706,0.0839,0.0306,0.015,0.1587,0.0254,0.0024,0.0003,0.0112,27843.0,2411448.0,0.1587,0.1708,0.7707,0.0,0.0571,0.067,0.318,0.3699,0.3505,0.4066,0.1515,0.1118,0.1109,0.0287,0.0436,0.016,0.0164,0.0091,251.8946,0.0069,0.4018,0.5982,0.318,0.5454,0.0507,0.0506,0.1013,0.0112,0.0247,0.0359,0.1397,0.2685,0.4082,0.1366,16750.0,1.5022,0.9312,0.1951,0.072,0.2955,0.0272,9412.0,7338.0,1830.0,41927.0,48261.0,50749.1781,42943.7,0.2205,2.6441,0.611,0.0,0.0033,0.3857,16750.0,0.027,28167.35,0.00181,629.0059,80.0,277.0,567.0,41827.0,8.0413,1.4214,0.9084,0.2254,3589835.0,19374743.0,125264607.0,11121361.0,SK 1020,221153.0,16750.0,0.802
0.2049,0.1996,0.0214,0.0635,144841.0,157655.0,0.0701,0.2771,0.1316,0.1893,0.1639,0.1226,0.3917,33.0,4514.7218,107342.0,0.1859,0.0683,0.184,0.0053,0.0532,0.0373,0.0105,95373.0,0.0261,0.0504,0.0254,0.0553,0.2967,0.2633,0.2493,0.5127,0.0206,0.2298,0.027,0.1594,0.036,0.1498,0.0463,0.041,0.0244,0.0403,0.1059,0.0757,0.2109,0.0108,0.0,0.074,0.0,0.0005,0.0782,0.4323,0.102,0.0687,0.0149,0.0772,0.0133,0.004,0.0036,0.0076,41226.0,10639948.0,0.1814,0.1413,0.0,0.0,0.0758,0.0531,0.2385,0.2898,0.3005,0.4344,0.1775,0.1566,0.1794,0.0513,0.0738,0.0148,0.0213,0.009,1849.3916,0.039,0.7447,0.2553,0.2385,0.7281,0.0384,0.0579,0.0963,0.021,0.0279,0.0488,0.2647,0.3182,0.583,0.0334,39068.0,1.6438,2.0045,0.5763,0.3757,0.1033,0.1213,29753.0,9315.0,1364.0,132967.0,87680.0,117177.5193,49647.04,0.1624,3.2033,0.5741,0.0,0.0041,0.4219,39068.0,0.0246,59356.14,0.003819,4936.5715,688.0,199.0,452.0,104285.0,1.5962,1.6052,1.9239,0.0496,11779909.0,69384096.0,423814019.0,38106282.0,SK 1727,272073.0,39068.0,0.7204
0.2661,0.1398,0.0082,0.0406,102529.0,98054.0,0.0769,0.2036,0.1179,0.172,0.0797,0.0856,0.5434,127.0,4388.982,79113.0,0.1454,0.0635,0.0811,0.003,0.035,0.0233,0.0086,58524.0,0.0132,0.0287,0.0475,0.0837,0.2905,0.1945,0.2146,0.4091,0.0121,0.1939,0.0129,0.0911,0.0153,0.253,0.0849,0.0447,0.0271,0.0749,0.0307,0.0607,0.2416,0.0214,0.0079,0.054,0.0,0.0094,0.0711,0.6331,0.0557,0.0053,0.0277,0.1285,0.0286,0.0057,0.0055,0.0137,37051.0,4394315.0,0.2019,0.1325,0.0,0.0,1.0,0.0309,0.2918,0.3938,0.3185,0.4117,0.1648,0.1084,0.1307,0.0494,0.059,0.0058,0.0234,0.0118,1212.9613,0.0145,0.578,0.422,0.2918,0.6199,0.0714,0.0372,0.1086,0.0194,0.0163,0.0357,0.1985,0.2771,0.4757,0.0883,16174.0,8.6408,5.6349,0.3686,0.1592,0.167,0.2236,8972.0,7202.0,1460.0,63861.0,72903.0,75824.7446,47026.93,0.1961,2.6893,0.6649,0.0,0.0063,0.3288,16174.0,0.0216,39629.4,0.011511,3003.0974,657.0,125.0,252.0,40044.0,24.3819,8.7735,5.8895,0.0912,3766150.0,21281955.0,132007250.0,12045638.0,SK 0120,234896.0,16174.0,0.6373
0.2122,0.1395,0.0134,0.0514,105434.0,86944.0,0.2823,0.1728,0.283,0.2597,0.1208,0.0991,0.2371,380.0,12813.3283,64280.0,0.0545,0.0514,0.0379,0.0012,0.1579,0.1536,0.0031,62597.0,0.0033,0.0107,0.0433,0.0466,0.2587,0.2803,0.2907,0.571,0.0611,0.1611,0.0212,0.1294,0.1218,0.1568,0.0169,0.0198,0.007,0.0264,0.3367,0.0182,0.438,0.0095,0.0,0.0155,0.0,0.0002,0.0196,0.6843,0.0359,0.0218,0.0094,0.0208,0.0016,0.001,0.0,0.0017,42836.0,1976951.0,0.1788,0.1859,0.7232,0.0,0.1643,0.1731,0.5461,0.4378,0.2907,0.2918,0.0769,0.0738,0.0588,0.0203,0.0158,0.0033,0.0077,0.0039,1872.8245,0.0181,0.4062,0.5938,0.5461,0.3144,0.0416,0.0381,0.0797,0.008,0.0177,0.0257,0.0489,0.1602,0.2091,0.1395,9149.0,0.8421,1.3079,0.2456,0.1406,0.3336,0.0457,3129.0,6020.0,1920.0,44977.0,56419.0,50107.0103,50570.6,0.2237,2.8127,0.407,0.0,0.001,0.592,9149.0,0.0244,44945.81,0.002173,3849.805,-364.0,121.0,733.0,18807.0,-0.0348,0.7155,1.0913,0.2477,1558363.0,8497611.0,52014362.0,4800360.0,SK 1360,216957.0,9149.0,0.5961
0.2709,0.1289,0.0098,0.0566,102602.0,96541.0,0.2183,0.1912,0.0695,0.2223,0.2023,0.1704,0.3345,167.0,2309.9175,74991.0,0.2107,0.0672,0.1186,0.0051,0.065,0.0475,0.0124,84530.0,0.008,0.0294,0.0319,0.0876,0.2667,0.2367,0.2068,0.4435,0.0159,0.1854,0.0135,0.1233,0.0376,0.2381,0.0871,0.0303,0.0336,0.0321,0.0322,0.0465,0.3173,0.0231,0.0052,0.0369,0.0,0.0077,0.0508,0.501,0.0617,0.0208,0.0254,0.1435,0.0345,0.0022,0.004,0.0038,42353.0,6696827.0,0.2064,0.1565,0.0,0.0,0.0,0.0472,0.3087,0.3676,0.3206,0.4401,0.158,0.1068,0.132,0.033,0.0545,0.0053,0.0183,0.0079,935.5807,0.014,0.5438,0.4562,0.3087,0.612,0.0825,0.0583,0.1407,0.0179,0.0131,0.031,0.2197,0.2206,0.4403,0.0793,34237.0,8.1806,12.5391,0.338,0.1636,0.1799,0.0783,19892.0,14345.0,3188.0,73466.0,60058.0,71674.0807,45054.68,0.1869,2.8388,0.6172,0.0,0.0032,0.3796,34237.0,0.0779,40529.28,0.025221,2235.9718,911.0,287.0,421.0,81824.0,43.4387,8.5092,13.2626,0.1076,7926878.0,44423655.0,262862391.0,25508043.0,SK 1706,233873.0,34237.0,0.5688
0.189,0.2616,0.0348,0.0475,87760.0,79716.0,0.0321,0.2786,0.1417,0.3542,0.2354,0.1125,0.1549,93.0,4078.3681,67484.0,0.1467,0.0601,0.2441,0.0035,0.0415,0.0295,0.0086,45437.0,0.0131,0.0412,0.0656,0.0994,0.1866,0.1434,0.1258,0.2692,0.0087,0.3024,0.0237,0.053,0.0209,0.2397,0.0374,0.0533,0.0184,0.0623,0.0431,0.0309,0.1555,0.0181,0.0038,0.2305,0.0,0.0,0.0493,0.4533,0.0652,0.0218,0.0202,0.1441,0.0137,0.0015,0.0109,0.0196,20595.0,2993274.0,0.1723,0.1121,0.0,0.0,0.1624,0.0578,0.3067,0.4414,0.3748,0.3912,0.1495,0.0851,0.1041,0.0237,0.0418,0.0009,0.0149,0.0082,1770.6909,0.0092,0.4866,0.5134,0.3067,0.6198,0.0475,0.0695,0.117,0.0211,0.0282,0.0493,0.1376,0.3159,0.4535,0.0734,19727.0,-0.5017,-0.8353,0.267,0.1143,0.2161,0.0886,14698.0,5030.0,3163.0,80866.0,60197.0,60761.594,45478.1,0.1597,3.1064,0.6923,0.0,0.0016,0.3061,19727.0,0.0272,34925.37,-0.001672,4064.0621,424.0,647.0,19.0,45278.0,3.321,-0.5055,-0.833,0.1045,4324666.0,23080507.0,153247105.0,13360817.0,SK 1639,238779.0,19727.0,0.8046
0.2015,0.239,0.0318,0.0736,73292.0,66486.0,0.0565,0.2696,0.118,0.3429,0.2729,0.0955,0.1702,121.0,5068.5689,56393.0,0.1148,0.0708,0.1533,0.0027,0.2232,0.2138,0.0068,76317.0,0.0113,0.0214,0.1045,0.0922,0.14,0.105,0.0978,0.2028,0.0058,0.3345,0.0577,0.0448,0.0122,0.2082,0.0495,0.0288,0.0172,0.066,0.0947,0.0376,0.1088,0.0108,0.0014,0.1834,0.0,0.0,0.0583,0.4052,0.0332,0.0548,0.0164,0.183,0.024,0.0016,0.0018,0.0284,30923.0,3269114.0,0.1776,0.1149,0.0,0.0,0.4291,0.0765,0.3128,0.4369,0.3532,0.3563,0.1541,0.1005,0.1017,0.0248,0.0489,0.005,0.0175,0.0119,1461.893,0.0044,0.3938,0.6062,0.3128,0.5925,0.0541,0.0774,0.1314,0.0269,0.0399,0.0668,0.1256,0.2686,0.3943,0.0947,22012.0,-0.1048,-0.1953,0.1884,0.067,0.2873,0.12,15177.0,6835.0,3252.0,50213.0,60197.0,50355.0005,45787.01,0.1652,3.2469,0.6983,0.0,0.0016,0.3001,22012.0,0.0355,28389.25,-0.000547,3481.0131,628.0,417.0,1154.0,52413.0,3.6542,-0.1493,-0.273,0.1441,4846697.0,25535766.0,171164423.0,14845021.0,SK 1656,222177.0,22012.0,0.7144
0.2537,0.1424,0.0092,0.0189,70571.0,64883.0,0.3368,0.2064,0.0759,0.2057,0.2451,0.1174,0.3549,158.0,778.2835,55373.0,0.2102,0.137,0.1332,0.0056,0.0623,0.0445,0.0121,44204.0,0.0132,0.0132,0.0562,0.1332,0.1383,0.1181,0.1056,0.2236,0.0066,0.2919,0.0216,0.064,0.0148,0.2734,0.125,0.0482,0.0081,0.0482,0.0352,0.0298,0.2292,0.0227,0.0016,0.061,0.0,0.0,0.0494,0.431,0.0337,0.0497,0.0199,0.1815,0.0344,0.001,0.0027,0.0159,19051.0,1927762.0,0.1961,0.1557,0.0,0.0,0.0082,0.0533,0.2252,0.3419,0.3257,0.4136,0.1952,0.1389,0.1446,0.0421,0.0663,0.0103,0.0272,0.0159,297.2336,0.0037,0.3994,0.6006,0.2252,0.7283,0.1295,0.094,0.2235,0.0216,0.0272,0.0488,0.1809,0.275,0.4559,0.0465,16882.0,5.0207,6.0154,0.2125,0.0657,0.3037,0.0424,11361.0,5521.0,2195.0,46014.0,52813.0,50584.52,46794.07,0.1967,2.9298,0.6692,0.0,0.0026,0.3282,16882.0,0.0435,24322.93,0.011441,806.7873,1059.0,356.0,1009.0,45823.0,16.4652,4.8987,5.8529,0.1648,4131677.0,22369197.0,144306721.0,12905958.0,SK 1400,220882.0,16882.0,0.5583
0.2969,0.1014,0.0071,0.0261,93118.0,89967.0,0.601,0.1739,0.0402,0.1113,0.1708,0.2132,0.4628,196.0,1799.8484,71551.0,0.2452,0.1109,0.0987,0.0068,0.0626,0.0415,0.0143,46707.0,0.0163,0.0502,0.0795,0.0577,0.2245,0.2086,0.156,0.3647,0.017,0.2647,0.0494,0.0984,0.0247,0.184,0.0483,0.0555,0.0441,0.0842,0.0765,0.0066,0.0276,0.0151,0.0,0.2089,0.0,0.0006,0.0577,0.4161,0.0563,0.018,0.0363,0.1516,0.0403,0.0017,0.0025,0.0668,19437.0,3991663.0,0.2359,0.1633,0.0,0.0,0.0225,0.1257,0.2795,0.3502,0.2758,0.3683,0.1774,0.1268,0.1409,0.0203,0.0697,0.0087,0.0304,0.0264,696.3637,0.018,0.4906,0.5094,0.2795,0.6892,0.1332,0.0985,0.2317,0.0285,0.053,0.0815,0.1805,0.1956,0.3761,0.0313,18071.0,6.8942,7.1551,0.302,0.1662,0.2432,0.1546,10826.0,7245.0,2705.0,118489.0,70970.0,63901.9453,45219.14,0.1677,3.1489,0.7816,0.0,0.0031,0.2153,18071.0,0.0234,33651.32,0.013435,1866.2825,142.0,48.0,1083.0,48431.0,20.0635,6.7371,6.9005,0.1391,4605139.0,25550739.0,163539069.0,14579649.0,SK 1190,224903.0,18071.0,0.1949
0.2728,0.0993,0.0036,0.1201,127770.0,134988.0,0.3672,0.1914,0.0,0.0,0.0065,0.0388,0.953,90.0,1108.4316,104885.0,0.3499,0.1801,0.1251,0.0102,0.1112,0.0811,0.0199,49071.0,0.0348,0.082,0.0315,0.0906,0.2995,0.2725,0.2352,0.5077,0.0341,0.1714,0.0338,0.1494,0.0246,0.1649,0.0544,0.0324,0.0204,0.0393,0.3238,0.0267,0.1903,0.0204,0.0,0.0253,0.0,0.0007,0.0551,0.1168,0.0241,0.0112,0.0124,0.1099,0.0377,0.0063,0.0045,0.0044,5732.0,5560870.0,0.2226,0.193,0.0,0.0,0.0,0.0128,0.1223,0.1755,0.2428,0.4949,0.2028,0.2236,0.2384,0.0667,0.1185,0.0264,0.0474,0.0278,532.3321,0.0284,0.7568,0.2432,0.1223,0.8425,0.0523,0.0672,0.1195,0.0069,0.0194,0.0263,0.4412,0.2555,0.6967,0.0352,23567.0,12.3645,12.4,0.5552,0.3082,0.0799,0.1629,20016.0,3551.0,1350.0,110455.0,72903.0,110583.3144,48160.38,0.1595,2.896,0.5363,0.0,0.007,0.4567,23567.0,0.036,41426.09,0.023377,1734.6136,3797.0,98.0,0.0,76793.0,299.5083,12.2967,12.2481,0.0541,7242934.0,42945981.0,257672208.0,24241906.0,SK 1640,271671.0,23567.0,0.3138
0.2556,0.1627,0.0125,0.0035,75348.0,69234.0,0.3982,0.2107,0.1307,0.2188,0.0606,0.0173,0.5715,249.0,678.5549,59206.0,0.1912,0.1323,0.1288,0.0043,0.0639,0.0484,0.0112,26547.0,0.015,0.0279,0.106,0.0578,0.1988,0.1232,0.1371,0.2603,0.0079,0.3164,0.042,0.0456,0.008,0.2175,0.0802,0.0261,0.0294,0.0181,0.056,0.0319,0.3078,0.0095,0.0008,0.0554,0.0,0.0,0.0584,0.441,0.0686,0.0507,0.0087,0.162,0.0245,0.0009,0.007,0.0032,11706.0,1212043.0,0.171,0.1398,0.0,0.0,0.1275,0.0578,0.2851,0.3597,0.3215,0.4207,0.1739,0.0996,0.1224,0.0392,0.0557,0.023,0.0246,0.0168,252.6656,0.0068,0.4047,0.5953,0.2851,0.6517,0.1326,0.061,0.1936,0.0241,0.0072,0.0313,0.1601,0.2667,0.4268,0.0632,9885.0,5.0771,5.6045,0.2387,0.1056,0.324,0.0475,6006.0,3879.0,1127.0,45187.0,57470.0,47185.4843,39863.41,0.2141,2.9109,0.6146,0.0,0.0009,0.3845,9885.0,0.0171,27720.34,0.010753,639.7795,437.0,63.0,471.0,25030.0,20.6796,4.9991,5.4934,0.2214,2363345.0,12692917.0,84919966.0,7294463.0,SK 1022,215855.0,9885.0,0.5337
0.2233,0.0923,0.0078,0.0519,150848.0,158320.0,0.2735,0.1472,0.6711,0.3159,0.0121,0.0001,0.0,177.0,41106.8567,110527.0,0.1761,0.0576,0.0775,0.0027,0.0402,0.0264,0.011,63264.0,0.0194,0.0715,0.0458,0.0099,0.3097,0.3579,0.3731,0.731,0.0394,0.1054,0.0432,0.2744,0.1075,0.0646,0.1636,0.0227,0.0344,0.0171,0.0364,0.0229,0.1242,0.0202,0.001,0.0169,0.0,0.0,0.1167,0.5578,0.0693,0.2674,0.0409,0.0387,0.0004,0.0059,0.0007,0.0008,35288.0,20697229.0,0.3045,0.0916,0.8169,0.0,0.1472,0.4827,0.4944,0.408,0.3072,0.097,0.0961,0.0096,0.0517,0.0019,0.0242,0.0008,0.0132,0.0132,20366.6364,0.0452,0.7389,0.2611,0.4944,0.3108,0.0282,0.0416,0.0698,0.0092,0.0109,0.0202,0.0787,0.1421,0.2209,0.1948,31344.0,3.2676,3.2684,0.5823,0.3924,0.1174,0.1765,10899.0,20445.0,2807.0,121424.0,103717.0,119935.4344,48656.74,0.2262,3.6537,0.5928,0.0,0.006,0.4012,31344.0,0.039,80953.38,0.006739,40937.6984,-2656.0,353.0,1544.0,63003.0,7.1809,3.2627,3.4154,0.0917,6507762.0,39351994.0,240960189.0,21038069.0,SK 1534,252815.0,31344.0,0.4592
0.2703,0.1795,0.013,0.1127,162539.0,184131.0,0.0383,0.2187,0.3264,0.249,0.1314,0.0881,0.2031,269.0,14433.5471,115162.0,0.1287,0.0164,0.0967,0.0018,0.0217,0.0117,0.0082,42050.0,0.005,0.0367,0.0054,0.0243,0.3946,0.3813,0.4318,0.813,0.0448,0.0325,0.0112,0.2525,0.1211,0.1135,0.0471,0.0442,0.0254,0.0353,0.0234,0.0841,0.1937,0.0373,0.012,0.0766,0.0,0.0251,0.0459,0.6947,0.1721,0.0249,0.03,0.094,0.0136,0.0064,0.0047,0.003,29213.0,6782714.0,0.2286,0.0775,0.0,0.0,0.0,0.0262,0.5152,0.4876,0.3282,0.4205,0.079,0.0537,0.0544,0.0104,0.0181,0.0017,0.0043,0.0009,4974.339,0.0462,0.7582,0.2418,0.5152,0.3915,0.0162,0.0114,0.0276,0.0014,0.007,0.0083,0.1079,0.2477,0.3555,0.0934,14492.0,8.6581,11.1786,0.5905,0.3697,0.0788,0.1231,6704.0,7788.0,2373.0,112462.0,72903.0,117372.8819,53659.81,0.1653,3.0435,0.5823,0.0,0.0073,0.4104,14492.0,0.0197,105271.56,0.019991,8700.6322,2221.0,133.0,988.0,25348.0,13.1688,8.3187,10.4032,0.0531,2268670.0,13550264.0,80726948.0,7286984.0,SK 0140,269512.0,14492.0,0.7062
0.3379,0.0764,0.0041,0.3935,118517.0,124931.0,0.1678,0.1285,0.0025,0.0259,0.1871,0.1735,0.6088,170.0,11451.7779,98607.0,0.0635,0.0195,0.0167,0.0009,0.0416,0.0366,0.0042,88963.0,0.003,0.0141,0.0225,0.0633,0.3992,0.3121,0.3365,0.6487,0.0131,0.0962,0.0258,0.2128,0.0236,0.1436,0.0542,0.0804,0.0205,0.0521,0.0244,0.1685,0.1239,0.0515,0.0096,0.0965,0.0,0.012,0.0276,0.8416,0.1542,0.0022,0.0304,0.0511,0.0149,0.0065,0.0061,0.0134,74871.0,6215471.0,0.293,0.0865,0.0,0.0,0.0,0.0318,0.4282,0.5578,0.3267,0.3441,0.1446,0.0482,0.0736,0.0169,0.0199,0.0012,0.0053,0.0017,1450.6035,0.0267,0.7312,0.2688,0.4282,0.5102,0.0369,0.0184,0.0553,0.0197,0.0209,0.0406,0.189,0.2253,0.4143,0.0616,11269.0,12.8828,19.3717,0.4706,0.2578,0.0767,0.1326,3157.0,8112.0,1844.0,99639.0,76139.0,95917.4863,52358.82,0.1769,2.7978,0.6229,0.0,0.0065,0.3705,11269.0,0.0269,63932.2,0.030803,2834.6563,-382.0,187.0,4182.0,22021.0,33.2579,11.4289,16.3798,0.0561,2107343.0,12568588.0,77048600.0,6916406.0,SK 1163,237697.0,11269.0,0.2792
0.2347,0.1601,0.0108,0.0593,115494.0,108440.0,0.1459,0.2349,0.0587,0.1814,0.1951,0.2488,0.315,84.0,2433.3144,82812.0,0.1818,0.0726,0.1288,0.0044,0.0469,0.0319,0.0106,55327.0,0.0068,0.0534,0.0182,0.0791,0.3525,0.288,0.2704,0.5584,0.021,0.1668,0.0146,0.1493,0.0355,0.1628,0.0803,0.0399,0.0302,0.0196,0.033,0.1466,0.1567,0.0282,0.0,0.0583,0.0,0.0,0.0513,0.5097,0.071,0.0271,0.026,0.1993,0.0073,0.0046,0.0186,0.002,28199.0,4798674.0,0.2144,0.1334,0.0,0.0,0.16,0.0249,0.301,0.3664,0.3414,0.4354,0.1607,0.1343,0.1316,0.0289,0.0464,0.0101,0.0133,0.0057,988.3759,0.0118,0.6361,0.3639,0.301,0.6331,0.0484,0.0627,0.1111,0.0216,0.0145,0.036,0.2002,0.2858,0.486,0.0659,22473.0,3.2287,4.0538,0.4257,0.2118,0.12,0.0257,14559.0,7914.0,1505.0,73695.0,66363.0,84853.1507,47521.97,0.1746,2.7662,0.6813,0.0,0.0046,0.3142,22473.0,0.0333,46296.51,0.007925,2323.6709,415.0,236.0,409.0,52834.0,23.0698,3.2095,4.0258,0.0603,5276963.0,30427584.0,191172070.0,17162125.0,SK 0655,254102.0,22473.0,0.7357
