__store_latitude,__store_longitude,latitude,longitude,store,__batch_group,__store_class,__market_class,__store_bg,__store_class_respop,total_comp_1_mi,total_comp_dma,total_comp_3_mi,total_comp_5_mi,total_comp_adjacent,total_comp_ta,sis_dma,sis_1_mi,sis_3_mi,sis_5_mi,sis_ta,sis_adjacent,__success,__errors,totalhours,buildingsize,decortype,buildingstyletype,franchisee_grade,drivethruindicator,numberofindoorcustomerareaseats
42.59731506918677,-76.20559693255818,42.59731506918677,-76.20559693255818,1117700,6,6,6,360239710002,6,6,298,16,18,5,16,43,0,1,1,1,0,True,0,,,,,,,
29.170143889841064,-81.00057440299005,29.170143889841064,-81.00057440299005,52100,6,5,3,121270824012,4,7,1991,30,87,1,16,183,0,4,8,2,0,True,0,,,,,,,
36.0563972494778,-79.08334505985036,36.0563972494778,-79.08334505985036,3074500,6,7,3,371350109022,7,2,1545,11,11,2,11,179,0,2,2,2,0,True,0,,,,,,,
42.09980652863758,-84.2474723215492,42.09980652863758,-84.2474723215492,1227200,6,7,5,260750063031,7,3,274,3,3,3,3,38,0,0,1,0,0,True,0,,,,,,,
28.50940196548965,-81.23727112648481,28.50940196548965,-81.23727112648481,6101300,6,6,1,120950167321,4,2,1991,11,93,1,14,183,0,1,8,2,0,True,0,,,,,,,
34.80520017359256,-86.74841005198117,34.80520017359256,-86.74841005198117,2946700,6,6,3,10890106231,5,1,610,2,37,0,3,68,0,0,3,0,0,True,0,,,,,,,
44.2969952092293,-94.72828718299492,44.2969952092293,-94.72828718299492,1284100,6,7,6,270159605004,7,2,70,2,2,2,2,10,0,0,0,0,0,True,0,,,,,,,
39.63723591535397,-104.791820468672,39.63723591535397,-104.791820468672,313600,6,5,1,80050846001,4,12,1860,54,118,8,52,232,0,4,13,4,0,True,0,,,,,,,
38.87068479345259,-99.31832313931146,38.87068479345259,-99.31832313931146,1190800,6,6,6,200510729002,6,8,672,18,18,6,18,86,0,1,1,1,0,True,0,,,,,,,
33.59903938303562,-117.87252867917378,33.59903938303562,-117.87252867917378,2372700,6,5,1,60590627025,4,1,6752,8,65,0,6,875,0,0,7,0,0,True,0,,,,,,,
29.547224,-98.312109,29.547224,-98.312109,2820500,6,6,1,480291216013,4,7,1508,51,120,1,56,136,0,3,10,2,0,True,0,,,,,,,
40.7514288464627,-73.9707671572773,40.7514288464627,-73.9707671572773,2506500,6,1,1,360610090001,1,90,5316,345,746,1,114,535,9,45,85,10,0,True,0,,,,,,,
30.00888079925224,-90.2657569008282,30.00888079925224,-90.2657569008282,4428500,7,5,2,220510205052,4,9,729,42,60,5,29,134,1,7,11,5,0,True,0,,,,,,,
