store_num,medhhinc_dma,medhhinc_1mi,age0018_ta,age0018_p_ta,age65pl_ta,age65pl_p_ta,age85pl_ta,age85pl_p_ta,asian_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_ta,black_p_ta,boomer_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_ta,dtpop_children_at_home_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_ta,dtpop_retired_disabled_p_ta,dtpop_students_ta,dtpop_students_9th_12th_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_ta,dtpop_students_prek_8th_p_ta,dtpop_unemployed_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_ta,dtpop_work_at_home_p_ta,edu_9to12_ta,edu_9to12_p_ta,edu_assocdeg_ta,edu_assocdeg_p_ta,edu_bach_ta,edu_bach_p_ta,edu_bachplus_ta,edu_bachplus_female_ta,edu_bachplus_female_p_ta,edu_bachplus_male_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_ta,edu_doctorate_p_ta,edu_highsch_ta,edu_highsch_p_ta,edu_lt9_ta,edu_lt9_p_ta,edu_master_ta,edu_master_p_ta,edu_profdeg_ta,edu_profdeg_p_ta,edu_somecollege_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_ta,genx_p_ta,genz_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_ta,hh_6pers_p_ta,hh_7pers_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_ta,hh_type_1pers_p_ta,hh_type_fam_ta,hh_type_fam_p_ta,hh_type_female_ta,hh_type_female_child_ta,hh_type_female_child_p_ta,hh_type_female_nochild_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_ta,hh_type_male_child_ta,hh_type_male_child_p_ta,hh_type_male_nochild_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_ta,hh_type_married_child_ta,hh_type_married_child_p_ta,hh_type_married_nochild_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_ta,hhinc100pl_p_ta,hhinc150pl_ta,hhinc150pl_p_ta,hhinc30lt_ta,hhinc30lt_p_ta,hispanic_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_ta,medsalcy_ta,millenial_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_ta,white_p_ta
SK 1400,52813.0,46014.0,11625.0,0.2537,6525.0,0.1424,424.0,0.0092,866.735,0.0189,70571.0,64883.0,15434.9578,0.3368,9456.0,0.2064,0.0759,0.2057,0.2451,0.1174,0.3549,158.0,778.2835,55373.0,44204.0,9292.0,0.2102,6055.0,0.137,5887.0,0.1332,2753.0,248.0,0.0056,0.0623,1969.0,0.0445,536.0,0.0121,584.0,0.0132,582.0,0.0132,1680.0,0.0562,3981.0,0.1332,4131.0,0.1383,6681.0,3527.0,0.1181,3154.0,0.1056,0.2236,197.0,0.0066,8721.0,0.2919,646.0,0.0216,1912.0,0.064,442.0,0.0148,8168.0,0.2734,0.125,0.0482,0.0081,0.0482,0.0352,0.0298,0.2292,0.0227,0.0016,0.061,0.0,0.0,0.0494,0.431,0.0337,0.0497,0.0199,0.1815,0.0344,0.001,0.0027,0.0159,19051.0,1927762.0,8985.0,0.1961,7133.0,0.1557,0.0,0.0,0.0082,0.0533,3801.0,0.2252,0.3419,5498.0,0.3257,0.4136,3295.0,0.1952,0.1389,2442.0,0.1446,0.0421,1119.0,0.0663,0.0103,459.0,0.0272,268.0,0.0159,297.2336,0.0037,6742.0,0.3994,10140.0,0.6006,3801.0,0.2252,12295.0,0.7283,3773.0,2186.0,0.1295,1587.0,0.094,0.2235,825.0,365.0,0.0216,460.0,0.0272,0.0488,7697.0,3054.0,0.1809,4643.0,0.275,0.4559,786.0,0.0465,16882.0,5.0207,6.0154,3587.0,0.2125,1109.0,0.0657,5126.0,0.3037,1944.3943,0.0424,11361.0,5521.0,2195.0,50584.52,46794.07,9013.0,0.1967,2.9298,0.6692,0.0,49.0,0.0026,0.3282,16882.0,1994.6669,0.0435,24322.93,0.011441,806.7873,1059.0,356.0,1009.0,45823.0,16.4652,4.8987,5.8529,2783.0,0.1648,4131677.0,22369197.0,144306721.0,12905958.0,220882.0,16882.0,25582.1727,0.5583
SK 1190,70970.0,118489.0,14380.0,0.2969,4910.0,0.1014,345.0,0.0071,1265.0001,0.0261,93118.0,89967.0,29106.0009,0.601,8421.0,0.1739,0.0402,0.1113,0.1708,0.2132,0.4628,196.0,1799.8484,71551.0,46707.0,11451.0,0.2452,5179.0,0.1109,4609.0,0.0987,2923.0,316.0,0.0068,0.0626,1939.0,0.0415,668.0,0.0143,762.0,0.0163,2346.0,0.0502,2363.0,0.0795,1716.0,0.0577,6676.0,0.2245,10845.0,6205.0,0.2086,4640.0,0.156,0.3647,507.0,0.017,7873.0,0.2647,1470.0,0.0494,2927.0,0.0984,735.0,0.0247,5473.0,0.184,0.0483,0.0555,0.0441,0.0842,0.0765,0.0066,0.0276,0.0151,0.0,0.2089,0.0,0.0006,0.0577,0.4161,0.0563,0.018,0.0363,0.1516,0.0403,0.0017,0.0025,0.0668,19437.0,3991663.0,11426.0,0.2359,7911.0,0.1633,0.0,0.0,0.0225,0.1257,5050.0,0.2795,0.3502,4984.0,0.2758,0.3683,3205.0,0.1774,0.1268,2547.0,0.1409,0.0203,1259.0,0.0697,0.0087,549.0,0.0304,477.0,0.0264,696.3637,0.018,8866.0,0.4906,9205.0,0.5094,5050.0,0.2795,12455.0,0.6892,4187.0,2407.0,0.1332,1780.0,0.0985,0.2317,1472.0,515.0,0.0285,957.0,0.053,0.0815,6796.0,3262.0,0.1805,3534.0,0.1956,0.3761,566.0,0.0313,18071.0,6.8942,7.1551,5458.0,0.302,3004.0,0.1662,4394.0,0.2432,7485.9998,0.1546,10826.0,7245.0,2705.0,63901.9453,45219.14,8120.0,0.1677,3.1489,0.7816,0.0,60.0,0.0031,0.2153,18071.0,1133.0,0.0234,33651.32,0.013435,1866.2825,142.0,48.0,1083.0,48431.0,20.0635,6.7371,6.9005,2514.0,0.1391,4605139.0,25550739.0,163539069.0,14579649.0,224903.0,18071.0,9441.0006,0.1949
SK 1640,72903.0,110455.0,20952.0,0.2728,7628.0,0.0993,278.0,0.0036,9226.0542,0.1201,127770.0,134988.0,28195.2263,0.3672,14696.0,0.1914,0.0,0.0,0.0065,0.0388,0.953,90.0,1108.4316,104885.0,49071.0,17171.0,0.3499,8840.0,0.1801,6139.0,0.1251,5457.0,501.0,0.0102,0.1112,3981.0,0.0811,975.0,0.0199,1710.0,0.0348,4022.0,0.082,1459.0,0.0315,4194.0,0.0906,13859.0,0.2995,23492.0,12609.0,0.2725,10883.0,0.2352,0.5077,1580.0,0.0341,7933.0,0.1714,1566.0,0.0338,6913.0,0.1494,1140.0,0.0246,7630.0,0.1649,0.0544,0.0324,0.0204,0.0393,0.3238,0.0267,0.1903,0.0204,0.0,0.0253,0.0,0.0007,0.0551,0.1168,0.0241,0.0112,0.0124,0.1099,0.0377,0.0063,0.0045,0.0044,5732.0,5560870.0,17091.0,0.2226,14822.0,0.193,0.0,0.0,0.0,0.0128,2882.0,0.1223,0.1755,5721.0,0.2428,0.4949,4779.0,0.2028,0.2236,5619.0,0.2384,0.0667,2792.0,0.1185,0.0264,1118.0,0.0474,655.0,0.0278,532.3321,0.0284,17834.0,0.7568,5732.0,0.2432,2882.0,0.1223,19855.0,0.8425,2816.0,1233.0,0.0523,1583.0,0.0672,0.1195,620.0,162.0,0.0069,458.0,0.0194,0.0263,16418.0,10397.0,0.4412,6021.0,0.2555,0.6967,830.0,0.0352,23567.0,12.3645,12.4,13084.0,0.5552,7264.0,0.3082,1882.0,0.0799,12512.7296,0.1629,20016.0,3551.0,1350.0,110583.3144,48160.38,12250.0,0.1595,2.896,0.5363,0.0,40.0,0.007,0.4567,23567.0,2761.0415,0.036,41426.09,0.023377,1734.6136,3797.0,98.0,0.0,76793.0,299.5083,12.2967,12.2481,1275.0,0.0541,7242934.0,42945981.0,257672208.0,24241906.0,271671.0,23567.0,24097.4564,0.3138
SK 1022,57470.0,45187.0,6398.0,0.2556,4072.0,0.1627,314.0,0.0125,88.0,0.0035,75348.0,69234.0,9965.9986,0.3982,5275.0,0.2107,0.1307,0.2188,0.0606,0.0173,0.5715,249.0,678.5549,59206.0,26547.0,5075.0,0.1912,3511.0,0.1323,3418.0,0.1288,1697.0,114.0,0.0043,0.0639,1285.0,0.0484,298.0,0.0112,399.0,0.015,741.0,0.0279,1752.0,0.106,956.0,0.0578,3286.0,0.1988,4302.0,2036.0,0.1232,2266.0,0.1371,0.2603,130.0,0.0079,5230.0,0.3164,694.0,0.042,753.0,0.0456,133.0,0.008,3596.0,0.2175,0.0802,0.0261,0.0294,0.0181,0.056,0.0319,0.3078,0.0095,0.0008,0.0554,0.0,0.0,0.0584,0.441,0.0686,0.0507,0.0087,0.162,0.0245,0.0009,0.007,0.0032,11706.0,1212043.0,4280.0,0.171,3499.0,0.1398,0.0,0.0,0.1275,0.0578,2818.0,0.2851,0.3597,3178.0,0.3215,0.4207,1719.0,0.1739,0.0996,1210.0,0.1224,0.0392,551.0,0.0557,0.023,243.0,0.0246,166.0,0.0168,252.6656,0.0068,4000.0,0.4047,5885.0,0.5953,2818.0,0.2851,6442.0,0.6517,1914.0,1311.0,0.1326,603.0,0.061,0.1936,309.0,238.0,0.0241,71.0,0.0072,0.0313,4219.0,1583.0,0.1601,2636.0,0.2667,0.4268,625.0,0.0632,9885.0,5.0771,5.6045,2360.0,0.2387,1044.0,0.1056,3203.0,0.324,1189.9999,0.0475,6006.0,3879.0,1127.0,47185.4843,39863.41,5360.0,0.2141,2.9109,0.6146,0.0,10.0,0.0009,0.3845,9885.0,428.0,0.0171,27720.34,0.010753,639.7795,437.0,63.0,471.0,25030.0,20.6796,4.9991,5.4934,2189.0,0.2214,2363345.0,12692917.0,84919966.0,7294463.0,215855.0,9885.0,13357.9983,0.5337
SK 1534,103717.0,121424.0,14066.0,0.2233,5817.0,0.0923,493.0,0.0078,3267.3397,0.0519,150848.0,158320.0,17230.1676,0.2735,9273.0,0.1472,0.6711,0.3159,0.0121,0.0001,0.0,177.0,41106.8567,110527.0,63264.0,11138.0,0.1761,3642.0,0.0576,4905.0,0.0775,2541.0,171.0,0.0027,0.0402,1671.0,0.0264,698.0,0.011,1229.0,0.0194,4521.0,0.0715,2060.0,0.0458,443.0,0.0099,13917.0,0.3097,32852.0,16085.0,0.3579,16767.0,0.3731,0.731,1770.0,0.0394,4739.0,0.1054,1943.0,0.0432,12332.0,0.2744,4833.0,0.1075,2904.0,0.0646,0.1636,0.0227,0.0344,0.0171,0.0364,0.0229,0.1242,0.0202,0.001,0.0169,0.0,0.0,0.1167,0.5578,0.0693,0.2674,0.0409,0.0387,0.0004,0.0059,0.0007,0.0008,35288.0,20697229.0,19187.0,0.3045,5770.0,0.0916,0.8169,0.0,0.1472,0.4827,15496.0,0.4944,0.408,9629.0,0.3072,0.097,3012.0,0.0961,0.0096,1622.0,0.0517,0.0019,757.0,0.0242,0.0008,415.0,0.0132,413.0,0.0132,20366.6364,0.0452,23161.0,0.7389,8184.0,0.2611,15496.0,0.4944,9743.0,0.3108,2189.0,885.0,0.0282,1304.0,0.0416,0.0698,632.0,289.0,0.0092,343.0,0.0109,0.0202,6923.0,2468.0,0.0787,4455.0,0.1421,0.2209,6105.0,0.1948,31344.0,3.2676,3.2684,18251.0,0.5823,12299.0,0.3924,3681.0,0.1174,11120.6199,0.1765,10899.0,20445.0,2807.0,119935.4344,48656.74,14254.0,0.2262,3.6537,0.5928,0.0,210.0,0.006,0.4012,31344.0,2455.9488,0.039,80953.38,0.006739,40937.6984,-2656.0,353.0,1544.0,63003.0,7.1809,3.2627,3.4154,2874.0,0.0917,6507762.0,39351994.0,240960189.0,21038069.0,252815.0,31344.0,28929.176,0.4592
SK 0140,72903.0,112462.0,6852.0,0.2703,4549.0,0.1795,330.0,0.013,2856.0002,0.1127,162539.0,184131.0,971.0001,0.0383,5544.0,0.2187,0.3264,0.249,0.1314,0.0881,0.2031,269.0,14433.5471,115162.0,42050.0,5412.0,0.1287,691.0,0.0164,4066.0,0.0967,914.0,76.0,0.0018,0.0217,492.0,0.0117,346.0,0.0082,212.0,0.005,1542.0,0.0367,94.0,0.0054,422.0,0.0243,6841.0,0.3946,14094.0,6609.0,0.3813,7485.0,0.4318,0.813,776.0,0.0448,563.0,0.0325,195.0,0.0112,4377.0,0.2525,2100.0,0.1211,1967.0,0.1135,0.0471,0.0442,0.0254,0.0353,0.0234,0.0841,0.1937,0.0373,0.012,0.0766,0.0,0.0251,0.0459,0.6947,0.1721,0.0249,0.03,0.094,0.0136,0.0064,0.0047,0.003,29213.0,6782714.0,5795.0,0.2286,1965.0,0.0775,0.0,0.0,0.0,0.0262,7466.0,0.5152,0.4876,4756.0,0.3282,0.4205,1145.0,0.079,0.0537,788.0,0.0544,0.0104,262.0,0.0181,0.0017,62.0,0.0043,13.0,0.0009,4974.339,0.0462,10988.0,0.7582,3504.0,0.2418,7466.0,0.5152,5673.0,0.3915,400.0,235.0,0.0162,165.0,0.0114,0.0276,121.0,20.0,0.0014,101.0,0.007,0.0083,5152.0,1563.0,0.1079,3589.0,0.2477,0.3555,1353.0,0.0934,14492.0,8.6581,11.1786,8558.0,0.5905,5358.0,0.3697,1142.0,0.0788,3121.0002,0.1231,6704.0,7788.0,2373.0,117372.8819,53659.81,4189.0,0.1653,3.0435,0.5823,0.0,213.0,0.0073,0.4104,14492.0,500.0,0.0197,105271.56,0.019991,8700.6322,2221.0,133.0,988.0,25348.0,13.1688,8.3187,10.4032,770.0,0.0531,2268670.0,13550264.0,80726948.0,7286984.0,269512.0,14492.0,17900.0014,0.7062
SK 1163,76139.0,99639.0,7440.0,0.3379,1683.0,0.0764,91.0,0.0041,8665.0005,0.3935,118517.0,124931.0,3695.0004,0.1678,2829.0,0.1285,0.0025,0.0259,0.1871,0.1735,0.6088,170.0,11451.7779,98607.0,88963.0,5646.0,0.0635,1738.0,0.0195,1482.0,0.0167,3705.0,81.0,0.0009,0.0416,3254.0,0.0366,371.0,0.0042,269.0,0.003,1252.0,0.0141,308.0,0.0225,867.0,0.0633,5471.0,0.3992,8890.0,4278.0,0.3121,4612.0,0.3365,0.6487,180.0,0.0131,1318.0,0.0962,354.0,0.0258,2916.0,0.2128,323.0,0.0236,1968.0,0.1436,0.0542,0.0804,0.0205,0.0521,0.0244,0.1685,0.1239,0.0515,0.0096,0.0965,0.0,0.012,0.0276,0.8416,0.1542,0.0022,0.0304,0.0511,0.0149,0.0065,0.0061,0.0134,74871.0,6215471.0,6452.0,0.293,1904.0,0.0865,0.0,0.0,0.0,0.0318,4825.0,0.4282,0.5578,3682.0,0.3267,0.3441,1630.0,0.1446,0.0482,829.0,0.0736,0.0169,224.0,0.0199,0.0012,60.0,0.0053,19.0,0.0017,1450.6035,0.0267,8240.0,0.7312,3029.0,0.2688,4825.0,0.4282,5750.0,0.5102,623.0,416.0,0.0369,207.0,0.0184,0.0553,458.0,222.0,0.0197,236.0,0.0209,0.0406,4669.0,2130.0,0.189,2539.0,0.2253,0.4143,694.0,0.0616,11269.0,12.8828,19.3717,5303.0,0.4706,2905.0,0.2578,864.0,0.0767,2920.0002,0.1326,3157.0,8112.0,1844.0,95917.4863,52358.82,3896.0,0.1769,2.7978,0.6229,0.0,489.0,0.0065,0.3705,11269.0,593.0,0.0269,63932.2,0.030803,2834.6563,-382.0,187.0,4182.0,22021.0,33.2579,11.4289,16.3798,632.0,0.0561,2107343.0,12568588.0,77048600.0,6916406.0,237697.0,11269.0,6148.0004,0.2792
SK 0655,66363.0,73695.0,12401.0,0.2347,8459.0,0.1601,570.0,0.0108,3133.9999,0.0593,115494.0,108440.0,7707.0001,0.1459,12409.0,0.2349,0.0587,0.1814,0.1951,0.2488,0.315,84.0,2433.3144,82812.0,55327.0,10057.0,0.1818,4017.0,0.0726,7127.0,0.1288,2596.0,244.0,0.0044,0.0469,1764.0,0.0319,588.0,0.0106,377.0,0.0068,2954.0,0.0534,655.0,0.0182,2839.0,0.0791,12656.0,0.3525,20048.0,10340.0,0.288,9708.0,0.2704,0.5584,755.0,0.021,5989.0,0.1668,524.0,0.0146,5361.0,0.1493,1276.0,0.0355,5846.0,0.1628,0.0803,0.0399,0.0302,0.0196,0.033,0.1466,0.1567,0.0282,0.0,0.0583,0.0,0.0,0.0513,0.5097,0.071,0.0271,0.026,0.1993,0.0073,0.0046,0.0186,0.002,28199.0,4798674.0,11330.0,0.2144,7048.0,0.1334,0.0,0.0,0.16,0.0249,6765.0,0.301,0.3664,7672.0,0.3414,0.4354,3611.0,0.1607,0.1343,2958.0,0.1316,0.0289,1042.0,0.0464,0.0101,298.0,0.0133,127.0,0.0057,988.3759,0.0118,14294.0,0.6361,8179.0,0.3639,6765.0,0.301,14228.0,0.6331,2497.0,1087.0,0.0484,1410.0,0.0627,0.1111,810.0,485.0,0.0216,325.0,0.0145,0.036,10921.0,4498.0,0.2002,6423.0,0.2858,0.486,1480.0,0.0659,22473.0,3.2287,4.0538,9567.0,0.4257,4759.0,0.2118,2697.0,0.12,1360.0,0.0257,14559.0,7914.0,1505.0,84853.1507,47521.97,9227.0,0.1746,2.7662,0.6813,0.0,129.0,0.0046,0.3142,22473.0,1762.0,0.0333,46296.51,0.007925,2323.6709,415.0,236.0,409.0,52834.0,23.0698,3.2095,4.0258,1355.0,0.0603,5276963.0,30427584.0,191172070.0,17162125.0,254102.0,22473.0,38870.9994,0.7357
SK 0708,70970.0,53875.0,19647.0,0.266,8598.0,0.1164,584.0,0.0079,7346.8247,0.0995,59617.0,58351.0,42770.1494,0.579,13401.0,0.1814,0.0645,0.1313,0.1159,0.0937,0.5938,197.0,2646.3849,49179.0,75579.0,15742.0,0.2083,11583.0,0.1533,7714.0,0.1021,8246.0,376.0,0.005,0.1091,6950.0,0.092,920.0,0.0122,1521.0,0.0201,1260.0,0.0167,5314.0,0.1134,3390.0,0.0723,4986.0,0.1064,7454.0,4376.0,0.0934,3079.0,0.0657,0.1591,348.0,0.0074,15829.0,0.3378,4239.0,0.0905,1696.0,0.0362,425.0,0.0091,10629.0,0.2268,0.0941,0.0403,0.011,0.0311,0.1204,0.0272,0.1474,0.0158,0.0013,0.037,0.0005,0.0007,0.037,0.3905,0.0277,0.1065,0.0178,0.2391,0.0289,0.0008,0.0024,0.013,29513.0,3382576.0,14482.0,0.196,11704.0,0.1584,0.1878,0.0,0.0185,0.0803,6919.0,0.27,0.403,6825.0,0.2663,0.3378,4474.0,0.1745,0.1162,3400.0,0.1326,0.0438,2096.0,0.0818,0.019,984.0,0.0384,932.0,0.0364,897.415,0.0021,8959.0,0.3496,16671.0,0.6504,6919.0,0.27,17456.0,0.6811,6976.0,4150.0,0.1619,2827.0,0.1103,0.2722,1905.0,622.0,0.0243,1283.0,0.0501,0.0743,8575.0,3626.0,0.1415,4949.0,0.1931,0.3346,1254.0,0.0489,25630.0,3.38,1.9194,3596.0,0.1403,891.0,0.0348,7458.0,0.291,11674.4485,0.158,13106.0,12523.0,3927.0,47693.2784,45750.08,15809.0,0.214,3.3696,0.6634,0.0005,28.0,0.0009,0.3351,25630.0,2076.965,0.0281,21054.33,0.003716,2586.4955,-610.0,109.0,1586.0,73869.0,7.3564,3.2527,1.8719,4294.0,0.1675,6688812.0,35086302.0,233528125.0,20511299.0,195622.0,25630.0,10000.2125,0.1354
SK 1075,57470.0,57055.0,4898.0,0.2527,2888.0,0.149,175.0,0.009,227.2821,0.0117,87021.0,77975.0,8769.642,0.4525,4205.0,0.217,0.2052,0.481,0.1323,0.0468,0.1336,226.0,8429.5853,63743.0,25109.0,3977.0,0.1584,2194.0,0.0874,2444.0,0.0973,8297.0,88.0,0.0035,0.3304,7972.0,0.3175,238.0,0.0095,325.0,0.0129,978.0,0.0389,563.0,0.044,484.0,0.0378,3554.0,0.2777,6204.0,3529.0,0.2758,2675.0,0.209,0.4848,241.0,0.0189,2610.0,0.204,310.0,0.0242,1790.0,0.1399,619.0,0.0484,2626.0,0.2052,0.0598,0.0465,0.0177,0.0931,0.1584,0.0165,0.2042,0.0075,0.0033,0.0234,0.0,0.0,0.0452,0.2745,0.0849,0.1511,0.0203,0.0604,0.0039,0.002,0.0,0.0016,6894.0,1193777.0,3922.0,0.2024,2567.0,0.1325,0.752,0.0,0.2072,0.1785,3515.0,0.4031,0.4799,2645.0,0.3033,0.2829,1249.0,0.1432,0.0526,729.0,0.0836,0.0061,328.0,0.0376,0.0,154.0,0.0177,100.0,0.0115,2927.3651,0.0114,3730.0,0.4277,4990.0,0.5723,3515.0,0.4031,4202.0,0.4818,1500.0,733.0,0.0841,767.0,0.0879,0.172,180.0,73.0,0.0084,107.0,0.0123,0.0207,2521.0,807.0,0.0926,1714.0,0.1966,0.2892,1003.0,0.1151,8720.0,-2.7005,-5.2576,2396.0,0.2748,1125.0,0.129,2958.0,0.3392,1603.7876,0.0828,3533.0,5187.0,2198.0,51317.1772,49443.45,3708.0,0.1913,3.1948,0.56,0.0,14.0,0.002,0.4379,8720.0,541.0658,0.0279,35389.94,-0.010136,6506.2784,103.0,64.0,160.0,19380.0,-36.6104,-2.5572,-4.9661,1808.0,0.2073,1759838.0,9648392.0,66333553.0,5471877.0,221779.0,8720.0,8238.6862,0.4251
SK 0498,55477.0,63239.0,17241.0,0.254,10872.0,0.1602,862.0,0.0127,2442.3515,0.036,81460.0,77542.0,22331.6846,0.329,14554.0,0.2144,0.1283,0.2932,0.2217,0.081,0.2737,126.0,2487.1023,62096.0,80217.0,14007.0,0.1746,8197.0,0.1022,9995.0,0.1246,4687.0,290.0,0.0036,0.0584,3564.0,0.0444,832.0,0.0104,756.0,0.0094,1027.0,0.0128,2819.0,0.0623,4708.0,0.104,8393.0,0.1854,14115.0,7940.0,0.1754,6174.0,0.1364,0.3119,962.0,0.0212,12235.0,0.2703,1404.0,0.031,3265.0,0.0721,1495.0,0.033,9979.0,0.2205,0.0859,0.0634,0.028,0.0417,0.0351,0.0271,0.1936,0.0241,0.0,0.0574,0.0,0.0003,0.0667,0.5179,0.0585,0.0525,0.0318,0.2035,0.0196,0.0013,0.0005,0.0072,41548.0,4906523.0,12651.0,0.1864,8630.0,0.1272,0.0,0.0,0.0776,0.0373,8851.0,0.3101,0.4139,9408.0,0.3296,0.3598,4902.0,0.1718,0.132,3268.0,0.1145,0.0449,1407.0,0.0493,0.012,441.0,0.0154,265.0,0.0093,884.8708,0.0052,13807.0,0.4838,14732.0,0.5162,8851.0,0.3101,17718.0,0.6208,4675.0,2455.0,0.086,2220.0,0.0778,0.1638,733.0,311.0,0.0109,422.0,0.0148,0.0257,12309.0,4045.0,0.1417,8264.0,0.2896,0.4313,1971.0,0.0691,28540.0,4.0996,2.3216,6838.0,0.2396,2546.0,0.0892,6271.0,0.2197,3638.4968,0.0536,16746.0,11794.0,3437.0,62058.0063,41063.93,13853.0,0.2041,2.9854,0.6956,0.0,81.0,0.0019,0.3025,28540.0,1968.1125,0.029,32835.79,0.003894,2104.3041,130.0,315.0,2821.0,67870.0,12.1186,4.0011,1.9624,3026.0,0.106,6265731.0,33966165.0,232891597.0,19688897.0,226103.0,28540.0,37489.5897,0.5524
SK 1177,70970.0,91379.0,6515.0,0.2543,2537.0,0.099,68.0,0.0027,1849.796,0.0722,161870.0,165487.0,3095.9065,0.1208,4748.0,0.1853,0.2793,0.2404,0.0757,0.1701,0.2334,276.0,14814.2252,105457.0,39017.0,5058.0,0.1296,1539.0,0.0394,2193.0,0.0562,891.0,48.0,0.0012,0.0228,507.0,0.013,336.0,0.0086,203.0,0.0052,2677.0,0.0686,385.0,0.021,566.0,0.0309,6852.0,0.374,14295.0,6316.0,0.3447,7980.0,0.4355,0.7803,866.0,0.0473,1257.0,0.0686,67.0,0.0037,4817.0,0.2629,1760.0,0.0961,1752.0,0.0956,0.0846,0.0364,0.0344,0.0173,0.0139,0.0613,0.1939,0.0678,0.0034,0.0153,0.0,0.0,0.0378,0.6781,0.3191,0.0168,0.0284,0.0567,0.0012,0.0025,0.0081,0.0011,26457.0,6850059.0,7667.0,0.2992,1328.0,0.0518,0.3552,0.0,0.2795,0.1051,9603.0,0.602,0.5594,4734.0,0.2967,0.2806,862.0,0.0541,0.0401,545.0,0.0342,0.0108,154.0,0.0096,0.0041,43.0,0.0027,11.0,0.0007,6056.7715,0.0404,11451.0,0.7178,4502.0,0.2822,9603.0,0.602,4598.0,0.2882,310.0,110.0,0.0069,200.0,0.0125,0.0194,152.0,72.0,0.0045,80.0,0.005,0.0095,4136.0,967.0,0.0606,3169.0,0.1986,0.2593,1752.0,0.1098,15952.0,10.295,12.3927,8672.0,0.5436,5653.0,0.3544,2023.0,0.1268,1831.7748,0.0715,7586.0,8366.0,3296.0,109493.2762,52478.9,5152.0,0.2011,2.8251,0.5561,0.0,66.0,0.0025,0.4414,15952.0,882.881,0.0345,105033.89,0.021911,9728.3452,74.0,296.0,2771.0,25622.0,31.4417,9.7625,11.4465,1351.0,0.0847,2469136.0,14742557.0,89909342.0,8025703.0,262425.0,15952.0,17961.9504,0.701
