store_num,medhhinc_dma,medhhinc_1mi,age0018_ta,age0018_p_ta,age65pl_ta,age65pl_p_ta,age85pl_ta,age85pl_p_ta,asian_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_ta,black_p_ta,boomer_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_ta,dtpop_children_at_home_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_ta,dtpop_retired_disabled_p_ta,dtpop_students_ta,dtpop_students_9th_12th_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_ta,dtpop_students_prek_8th_p_ta,dtpop_unemployed_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_ta,dtpop_work_at_home_p_ta,edu_9to12_ta,edu_9to12_p_ta,edu_assocdeg_ta,edu_assocdeg_p_ta,edu_bach_ta,edu_bach_p_ta,edu_bachplus_ta,edu_bachplus_female_ta,edu_bachplus_female_p_ta,edu_bachplus_male_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_ta,edu_doctorate_p_ta,edu_highsch_ta,edu_highsch_p_ta,edu_lt9_ta,edu_lt9_p_ta,edu_master_ta,edu_master_p_ta,edu_profdeg_ta,edu_profdeg_p_ta,edu_somecollege_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_ta,genx_p_ta,genz_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_ta,hh_6pers_p_ta,hh_7pers_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_ta,hh_type_1pers_p_ta,hh_type_fam_ta,hh_type_fam_p_ta,hh_type_female_ta,hh_type_female_child_ta,hh_type_female_child_p_ta,hh_type_female_nochild_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_ta,hh_type_male_child_ta,hh_type_male_child_p_ta,hh_type_male_nochild_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_ta,hh_type_married_child_ta,hh_type_married_child_p_ta,hh_type_married_nochild_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_ta,hhinc100pl_p_ta,hhinc150pl_ta,hhinc150pl_p_ta,hhinc30lt_ta,hhinc30lt_p_ta,hispanic_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_ta,medsalcy_ta,millenial_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_ta,white_p_ta
SK 0106,57470.0,80362.0,6400.0,0.2061,5753.0,0.1853,354.0,0.0114,839.8694,0.027,107302.0,105496.0,3210.6236,0.1034,8276.0,0.2665,0.0893,0.1808,0.0427,0.0053,0.681,81.0,216.7126,84044.0,22634.0,5336.0,0.2358,2632.0,0.1163,4790.0,0.2116,1699.0,153.0,0.0068,0.0751,1252.0,0.0553,294.0,0.013,210.0,0.0093,1173.0,0.0518,1032.0,0.0484,1889.0,0.0886,4821.0,0.2261,7558.0,3821.0,0.1792,3737.0,0.1752,0.3544,296.0,0.0139,4474.0,0.2098,898.0,0.0421,1892.0,0.0887,549.0,0.0257,5477.0,0.2568,0.0595,0.0209,0.0184,0.0347,0.1023,0.0294,0.3191,0.0057,0.0,0.0362,0.0,0.0032,0.0567,0.3002,0.0319,0.0255,0.0141,0.1887,0.0166,0.0224,0.0088,0.0049,6794.0,2401313.0,5407.0,0.1741,4857.0,0.1564,0.0,0.0,0.04,0.0174,2048.0,0.1841,0.2897,3627.0,0.326,0.4571,2179.0,0.1959,0.1725,1938.0,0.1743,0.0419,881.0,0.0792,0.0215,295.0,0.0265,156.0,0.014,106.4987,0.0143,6860.0,0.6168,4263.0,0.3832,2048.0,0.1841,8575.0,0.771,1253.0,863.0,0.0776,390.0,0.0351,0.1126,519.0,291.0,0.0262,228.0,0.0205,0.0467,6804.0,2579.0,0.2318,4225.0,0.3798,0.6117,500.0,0.045,11123.0,2.3306,0.2419,4525.0,0.4068,2330.0,0.2094,1580.0,0.142,1775.5801,0.0572,8938.0,2185.0,705.0,83179.0684,44170.04,5610.0,0.1806,3.088,0.5864,0.0,154.0,0.0227,0.3909,11123.0,1241.9325,0.04,37890.12,0.000565,297.3254,645.0,83.0,193.0,31053.0,15.625,2.3627,0.2829,882.0,0.0793,2982943.0,16715404.0,111231017.0,9560820.0,254014.0,11123.0,23985.3996,0.7724
SK 1740,72903.0,76384.0,32518.0,0.2985,7757.0,0.0712,296.0,0.0027,5037.0324,0.0462,85614.0,84227.0,26372.8119,0.2421,16310.0,0.1497,0.0178,0.0652,0.1696,0.1975,0.5497,79.0,2904.1084,72375.0,75367.0,25831.0,0.3427,11734.0,0.1557,6298.0,0.0836,7550.0,683.0,0.0091,0.1002,5385.0,0.0715,1481.0,0.0197,2890.0,0.0383,2831.0,0.0376,4711.0,0.0745,6638.0,0.105,12102.0,0.1914,15881.0,9599.0,0.1518,6282.0,0.0993,0.2511,332.0,0.0052,15334.0,0.2425,5420.0,0.0857,3103.0,0.0491,345.0,0.0055,15260.0,0.2413,0.0929,0.051,0.0529,0.0806,0.149,0.043,0.1116,0.0309,0.0025,0.0351,0.0,0.0,0.0685,0.2419,0.0389,0.0067,0.024,0.1592,0.0352,0.005,0.0,0.0117,18233.0,5775796.0,23962.0,0.22,20652.0,0.1896,0.0,0.0,1.0,0.0187,3476.0,0.1136,0.2156,6257.0,0.2045,0.4499,5876.0,0.192,0.2296,6849.0,0.2238,0.0628,4413.0,0.1442,0.0235,2031.0,0.0664,1699.0,0.0555,1179.1568,0.0046,17750.0,0.58,12852.0,0.42,3476.0,0.1136,26194.0,0.856,6568.0,3933.0,0.1285,2635.0,0.0861,0.2146,1911.0,995.0,0.0325,916.0,0.0299,0.0624,17715.0,11413.0,0.373,6302.0,0.2059,0.5789,931.0,0.0304,30601.0,11.9739,17.9126,9566.0,0.3126,2999.0,0.098,3660.0,0.1196,52230.6267,0.4795,22556.0,8045.0,1503.0,74069.4777,44462.32,20848.0,0.1914,3.1942,0.6808,0.0,98.0,0.0054,0.3138,30601.0,3231.2072,0.0297,23662.44,0.033659,4197.2673,2011.0,52.0,0.0,108927.0,273.0276,12.0171,18.0012,1697.0,0.0555,9912520.0,56094215.0,344643317.0,32214320.0,227017.0,30601.0,22054.9788,0.2025
SK 1299,76139.0,114042.0,33337.0,0.2637,13677.0,0.1082,681.0,0.0054,18712.5503,0.148,125609.0,129174.0,13039.0561,0.1032,25817.0,0.2043,0.0193,0.0249,0.0374,0.0576,0.8568,33.0,1893.2881,105132.0,89181.0,27347.0,0.3066,12877.0,0.1444,11428.0,0.1281,8510.0,797.0,0.0089,0.0954,6161.0,0.0691,1552.0,0.0174,2718.0,0.0305,8314.0,0.0932,2962.0,0.0379,6943.0,0.0889,21087.0,0.27,33186.0,16592.0,0.2125,16594.0,0.2125,0.425,1042.0,0.0133,14509.0,0.1858,3161.0,0.0405,9569.0,0.1225,1489.0,0.0191,17326.0,0.2219,0.062,0.0203,0.0189,0.0673,0.1946,0.0714,0.1816,0.022,0.0,0.0486,0.0,0.0,0.0536,0.2017,0.034,0.0361,0.0184,0.1304,0.025,0.0032,0.0035,0.0051,17987.0,9632391.0,27747.0,0.2195,23285.0,0.1842,0.0,0.0,0.0,0.0185,4876.0,0.1222,0.1834,10895.0,0.2731,0.4888,8132.0,0.2039,0.211,8985.0,0.2253,0.0706,4401.0,0.1103,0.0277,1652.0,0.0414,947.0,0.0237,846.7895,0.0293,29766.0,0.7463,10121.0,0.2537,4876.0,0.1222,33393.0,0.8372,4532.0,2427.0,0.0608,2105.0,0.0528,0.1136,1302.0,856.0,0.0215,446.0,0.0112,0.0326,27559.0,15163.0,0.3801,12397.0,0.3108,0.6909,1618.0,0.0406,39887.0,8.2007,5.6755,22373.0,0.5609,12280.0,0.3079,2868.0,0.0719,17928.4485,0.1418,32305.0,7582.0,1248.0,110740.8504,48787.76,20029.0,0.1585,2.9992,0.5984,0.0,100.0,0.0056,0.396,39887.0,4308.4999,0.0341,40803.94,0.010758,2683.3496,2648.0,152.0,0.0,126396.0,151.2215,8.1131,5.4962,1577.0,0.0395,12377457.0,73345381.0,446808159.0,40994318.0,265020.0,39887.0,72407.3149,0.5729
SK 1541,85075.0,84444.0,9369.0,0.2832,3988.0,0.1205,277.0,0.0084,3796.9999,0.1148,127383.0,107827.0,1318.0,0.0398,6081.0,0.1838,0.1375,0.2249,0.2498,0.2171,0.1675,224.0,6123.0103,85546.0,66397.0,7440.0,0.1121,2121.0,0.0319,3849.0,0.058,1659.0,123.0,0.0019,0.025,1070.0,0.0161,466.0,0.007,531.0,0.008,2784.0,0.0419,446.0,0.0207,1102.0,0.0512,7751.0,0.3602,13977.0,7059.0,0.328,6918.0,0.3215,0.6495,986.0,0.0458,2436.0,0.1132,443.0,0.0206,4421.0,0.2054,819.0,0.0381,3116.0,0.1448,0.0596,0.0635,0.0128,0.05,0.0136,0.0833,0.1246,0.1009,0.0063,0.1344,0.0,0.0003,0.0291,0.7231,0.0857,0.0235,0.0227,0.1576,0.01,0.0033,0.0013,0.0167,48013.0,5791193.0,7767.0,0.2348,3509.0,0.1061,0.0,0.0,0.1222,0.0526,7551.0,0.4511,0.471,5326.0,0.3182,0.3653,1813.0,0.1083,0.0792,1320.0,0.0789,0.021,461.0,0.0275,0.0109,171.0,0.0102,96.0,0.0057,1543.5478,0.022,9975.0,0.5959,6763.0,0.4041,7551.0,0.4511,6770.0,0.4045,908.0,532.0,0.0318,376.0,0.0225,0.0542,314.0,189.0,0.0113,125.0,0.0075,0.0188,5548.0,2503.0,0.1495,3045.0,0.1819,0.3315,2417.0,0.1444,16738.0,1.5477,-2.7243,6725.0,0.4018,3605.0,0.2154,2757.0,0.1647,7784.0,0.2353,6318.0,10420.0,1477.0,78959.5386,48196.18,6281.0,0.1899,2.8915,0.6603,0.0,194.0,0.004,0.3357,16738.0,1023.0,0.0309,54766.44,-0.006281,3050.946,126.0,380.0,3591.0,33084.0,5.7571,1.2821,-3.1012,1718.0,0.1026,3212602.0,18578844.0,103586103.0,10299313.0,236391.0,16738.0,19161.9996,0.5792
SK 0334,66049.0,88341.0,8589.0,0.1931,10408.0,0.234,1099.0,0.0247,4085.0002,0.0918,136787.0,143196.0,3944.0002,0.0887,12119.0,0.2725,0.1008,0.2242,0.2281,0.179,0.2672,85.0,2991.2443,95316.0,76780.0,7100.0,0.0925,2892.0,0.0377,9231.0,0.1202,6290.0,186.0,0.0024,0.0819,5701.0,0.0743,403.0,0.0052,322.0,0.0042,2569.0,0.0335,506.0,0.0158,2241.0,0.07,10480.0,0.3272,20831.0,10347.0,0.323,10484.0,0.3273,0.6504,1484.0,0.0463,3269.0,0.1021,333.0,0.0104,6470.0,0.202,2397.0,0.0748,4850.0,0.1514,0.0355,0.0356,0.0126,0.0174,0.0405,0.0634,0.5437,0.0205,0.0085,0.0068,0.0,0.0003,0.0332,0.6301,0.0785,0.0106,0.0213,0.0408,0.0021,0.0012,0.0249,0.0022,48376.0,6125820.0,7613.0,0.1712,5638.0,0.1268,0.4928,0.0,0.0628,0.031,5904.0,0.3101,0.3691,7018.0,0.3686,0.4165,2671.0,0.1403,0.1331,2234.0,0.1173,0.0374,859.0,0.0451,0.0128,257.0,0.0135,97.0,0.0051,741.7725,0.0303,12612.0,0.6624,6428.0,0.3376,5904.0,0.3101,12049.0,0.6328,1409.0,878.0,0.0461,531.0,0.0279,0.074,619.0,222.0,0.0117,397.0,0.0209,0.0325,10021.0,3511.0,0.1844,6510.0,0.3419,0.5263,1087.0,0.0571,19040.0,-0.3946,-0.1786,9064.0,0.4761,5360.0,0.2815,2531.0,0.1329,1201.0,0.027,13809.0,5231.0,1397.0,94218.0074,49825.04,7736.0,0.1739,2.6476,0.461,0.0,73.0,0.0015,0.5375,19040.0,1060.0001,0.0238,63373.03,-0.000414,1732.9193,197.0,440.0,2167.0,44481.0,0.8877,-0.3942,-0.2068,801.0,0.0421,4387102.0,25193547.0,149236486.0,14060210.0,276579.0,19040.0,34191.0019,0.7687
SK 0133,70970.0,72331.0,13353.0,0.2072,11260.0,0.1747,631.0,0.0098,5125.0001,0.0795,99229.0,104130.0,19621.0007,0.3045,17446.0,0.2707,0.0393,0.0755,0.101,0.1204,0.6622,89.0,1756.8813,80037.0,51271.0,11123.0,0.2169,5974.0,0.1165,9287.0,0.1811,3353.0,302.0,0.0059,0.0654,2435.0,0.0475,616.0,0.012,604.0,0.0118,3313.0,0.0646,2039.0,0.0461,3569.0,0.0808,11852.0,0.2682,18355.0,9540.0,0.2159,8815.0,0.1994,0.4153,1003.0,0.0227,9306.0,0.2106,719.0,0.0163,4487.0,0.1015,1013.0,0.0229,10209.0,0.231,0.0472,0.0299,0.0141,0.0511,0.0864,0.0254,0.3082,0.0132,0.003,0.0177,0.0,0.0,0.0535,0.3436,0.0396,0.0837,0.0123,0.1998,0.007,0.0022,0.0015,0.0021,17617.0,4038766.0,10918.0,0.1694,9789.0,0.1519,0.0,0.0,0.1754,0.0341,3470.0,0.16,0.2105,6694.0,0.3086,0.4336,4273.0,0.197,0.231,3981.0,0.1835,0.0694,2001.0,0.0923,0.0214,776.0,0.0358,495.0,0.0228,743.2419,0.0107,13456.0,0.6204,8234.0,0.3796,3470.0,0.16,17737.0,0.8178,2873.0,1455.0,0.0671,1418.0,0.0654,0.1325,1164.0,519.0,0.0239,645.0,0.0297,0.0537,13700.0,5513.0,0.2542,8187.0,0.3775,0.6316,483.0,0.0223,21690.0,9.5818,7.9253,8727.0,0.4024,3876.0,0.1787,2694.0,0.1242,6221.0001,0.0965,18017.0,3673.0,1293.0,83155.7371,47810.12,12149.0,0.1885,3.5916,0.5815,0.0,64.0,0.0036,0.4148,21690.0,2420.0001,0.0376,35218.74,0.015297,2208.1722,792.0,137.0,73.0,64441.0,15.9255,9.5206,7.8863,1278.0,0.0589,6124562.0,34179587.0,216317496.0,19664507.0,258127.0,21690.0,31054.0009,0.4819
SK 0587,62779.0,85573.0,9844.0,0.2142,9031.0,0.1965,789.0,0.0172,1881.79,0.0409,110584.0,119263.0,5000.5688,0.1088,12087.0,0.263,0.041,0.116,0.032,0.0093,0.7953,54.0,3087.1488,88205.0,34853.0,7982.0,0.229,2771.0,0.0795,8475.0,0.2432,3809.0,199.0,0.0057,0.1093,3146.0,0.0903,464.0,0.0133,718.0,0.0206,1627.0,0.0467,1028.0,0.0319,3379.0,0.1048,9043.0,0.2806,14935.0,7782.0,0.2414,7154.0,0.222,0.4634,634.0,0.0197,6359.0,0.1973,607.0,0.0188,3800.0,0.1179,1459.0,0.0453,5921.0,0.1837,0.049,0.0652,0.0483,0.0552,0.0323,0.0515,0.1831,0.0281,0.0,0.0724,0.0,0.0027,0.0623,0.2717,0.0838,0.058,0.0439,0.117,0.0301,0.0038,0.0,0.0112,9471.0,3512456.0,8812.0,0.1918,5931.0,0.1291,0.0,0.0,0.3919,0.0371,4382.0,0.2419,0.3119,6200.0,0.3422,0.439,3239.0,0.1788,0.1439,2755.0,0.1521,0.0575,1118.0,0.0617,0.0106,285.0,0.0157,139.0,0.0077,1604.7147,0.015,11459.0,0.6325,6658.0,0.3675,4382.0,0.2419,12544.0,0.6924,1988.0,913.0,0.0504,1075.0,0.0593,0.1097,779.0,426.0,0.0235,353.0,0.0195,0.043,9777.0,3781.0,0.2087,5997.0,0.331,0.5397,1191.0,0.0657,18117.0,1.3258,0.8062,7763.0,0.4285,4391.0,0.2424,2483.0,0.1371,12580.0765,0.2737,13237.0,4879.0,1513.0,86256.885,47864.28,7751.0,0.1687,3.0304,0.6564,0.0,49.0,0.0052,0.3384,18117.0,1410.6187,0.0307,47119.55,0.001766,4070.5729,-7.0,230.0,202.0,45956.0,3.2239,1.3704,0.886,1427.0,0.0788,4798740.0,27356318.0,173140766.0,15469134.0,257044.0,18117.0,25082.474,0.5458
SK 1303,70970.0,66282.0,10499.0,0.2739,4588.0,0.1197,291.0,0.0076,1646.9803,0.043,111245.0,113932.0,6534.968,0.1705,7104.0,0.1853,0.0981,0.1651,0.1616,0.1221,0.451,96.0,4149.1927,85099.0,57181.0,8285.0,0.1449,2865.0,0.0501,4926.0,0.0861,2238.0,211.0,0.0037,0.0391,1533.0,0.0268,494.0,0.0086,388.0,0.0068,2204.0,0.0385,1377.0,0.0559,1851.0,0.0751,7668.0,0.3113,11519.0,5649.0,0.2293,5869.0,0.2383,0.4676,469.0,0.019,4745.0,0.1926,1786.0,0.0725,2723.0,0.1105,659.0,0.0268,3357.0,0.1363,0.0637,0.0441,0.0279,0.0371,0.0271,0.108,0.1966,0.0581,0.0107,0.0511,0.0,0.004,0.0485,0.6344,0.0951,0.0135,0.0344,0.1413,0.0227,0.0028,0.0015,0.0113,36275.0,4796935.0,9029.0,0.2355,5690.0,0.1484,0.0,0.0,0.1304,0.0589,4377.0,0.2966,0.3702,4355.0,0.2951,0.4452,2298.0,0.1558,0.0949,1890.0,0.1281,0.0247,957.0,0.0648,0.0061,487.0,0.033,392.0,0.0266,1070.7174,0.0226,8826.0,0.5982,5930.0,0.4018,4377.0,0.2966,9074.0,0.615,1783.0,832.0,0.0564,951.0,0.0644,0.1208,917.0,546.0,0.037,371.0,0.0251,0.0621,6374.0,2974.0,0.2015,3401.0,0.2305,0.432,1305.0,0.0884,14756.0,5.882,3.8514,6168.0,0.418,3288.0,0.2228,2090.0,0.1417,11430.7854,0.2982,7053.0,7703.0,1137.0,80581.3575,47991.16,6893.0,0.1798,3.1715,0.6509,0.0,115.0,0.0032,0.3459,14756.0,2162.7236,0.0564,43888.13,0.006828,2781.4547,-16.0,41.0,2092.0,38332.0,9.8067,5.701,3.4611,835.0,0.0566,3698997.0,20717537.0,129795092.0,11733095.0,237158.0,14756.0,16556.5877,0.4319
SK 0357,76139.0,55973.0,9553.0,0.2604,6814.0,0.1857,794.0,0.0216,1861.7092,0.0507,111739.0,108149.0,4885.4094,0.1331,8222.0,0.2241,0.0858,0.1835,0.3063,0.0974,0.3265,154.0,3749.9574,78933.0,40611.0,7669.0,0.1888,2840.0,0.0699,6652.0,0.1638,1858.0,152.0,0.0037,0.0457,1246.0,0.0307,460.0,0.0113,412.0,0.0101,1098.0,0.027,549.0,0.0225,1683.0,0.0691,6814.0,0.2797,11833.0,6124.0,0.2514,5709.0,0.2343,0.4857,718.0,0.0295,5284.0,0.2169,428.0,0.0176,3296.0,0.1353,1005.0,0.0412,4585.0,0.1882,0.0745,0.0495,0.0536,0.0115,0.0386,0.0575,0.3057,0.0217,0.002,0.0275,0.0,0.0018,0.0498,0.4945,0.0517,0.0214,0.0234,0.1863,0.0178,0.0027,0.0,0.0026,20082.0,3749207.0,6225.0,0.1696,4455.0,0.1214,0.0,0.0,0.0143,0.0652,7118.0,0.4052,0.454,5715.0,0.3254,0.3603,2261.0,0.1287,0.0979,1625.0,0.0925,0.018,597.0,0.034,0.0046,181.0,0.0103,67.0,0.0038,1621.8947,0.0181,9389.0,0.5345,8176.0,0.4655,7118.0,0.4052,9302.0,0.5296,2134.0,1134.0,0.0646,1000.0,0.057,0.1215,720.0,369.0,0.021,351.0,0.02,0.041,6448.0,2623.0,0.1494,3824.0,0.2177,0.3671,1145.0,0.0652,17565.0,2.8012,-0.5022,6034.0,0.3435,3357.0,0.1911,3061.0,0.1742,5671.5393,0.1546,7790.0,9775.0,1475.0,67136.3124,44892.98,7015.0,0.1912,2.6843,0.634,0.0,55.0,0.0027,0.3633,17565.0,1083.7338,0.0295,52204.93,-0.001141,3388.2882,-335.0,173.0,459.0,36694.0,10.8387,2.6993,-0.5692,1564.0,0.089,3555915.0,20009168.0,119736264.0,11171814.0,228744.0,17565.0,23191.9384,0.632
SK 1168,52875.0,47380.0,23236.0,0.2353,14726.0,0.1491,975.0,0.0099,1337.6931,0.0135,69709.0,64844.0,59365.2263,0.6011,21595.0,0.2187,0.0416,0.1232,0.2237,0.2496,0.3617,212.0,1705.1032,56265.0,74844.0,19004.0,0.2539,12190.0,0.1629,13286.0,0.1775,5502.0,494.0,0.0066,0.0735,3933.0,0.0525,1075.0,0.0144,1834.0,0.0245,1376.0,0.0184,5720.0,0.0876,5215.0,0.0799,9557.0,0.1463,14262.0,7967.0,0.122,6295.0,0.0964,0.2184,396.0,0.0061,21486.0,0.329,2141.0,0.0328,3893.0,0.0596,417.0,0.0064,16485.0,0.2524,0.0478,0.0484,0.0159,0.0471,0.0908,0.0231,0.2167,0.0348,0.0,0.0202,0.0,0.0,0.0953,0.2893,0.066,0.0858,0.0308,0.1514,0.0111,0.0019,0.0045,0.0074,21652.0,4954435.0,17558.0,0.1778,15449.0,0.1564,0.0,0.0,0.2242,0.087,8495.0,0.2388,0.3585,10297.0,0.2895,0.3417,6710.0,0.1887,0.1518,5136.0,0.1444,0.0445,2858.0,0.0804,0.0165,1151.0,0.0324,919.0,0.0259,810.2769,0.0038,14105.0,0.3966,21462.0,0.6034,8495.0,0.2388,25219.0,0.7091,9144.0,5122.0,0.144,4022.0,0.1131,0.2571,1912.0,1062.0,0.0299,850.0,0.0239,0.0538,14163.0,4751.0,0.1336,9412.0,0.2646,0.3982,1853.0,0.0521,35566.0,-0.603,-1.3138,6608.0,0.1858,2397.0,0.0674,10169.0,0.2859,5942.8004,0.0602,22427.0,13140.0,3750.0,51546.9465,45397.5,21014.0,0.2128,2.99,0.5987,0.0,46.0,0.0021,0.3992,35566.0,1948.0431,0.0197,23444.9,-0.00262,2249.9137,-594.0,32.0,184.0,98758.0,3.193,-0.5921,-1.3034,6626.0,0.1863,8561136.0,46017975.0,306953924.0,26644708.0,212792.0,35566.0,30164.2106,0.3054
SK 1188,58207.0,72194.0,11311.0,0.195,11994.0,0.2068,960.0,0.0165,2825.6469,0.0487,111427.0,109865.0,2712.8216,0.0468,16022.0,0.2763,0.0746,0.2972,0.2369,0.0976,0.2933,75.0,815.7378,81211.0,51022.0,9551.0,0.1872,4774.0,0.0936,10956.0,0.2147,3045.0,280.0,0.0055,0.0597,2246.0,0.044,519.0,0.0102,352.0,0.0069,1829.0,0.0358,1575.0,0.0388,3588.0,0.0884,10117.0,0.2491,18352.0,9064.0,0.2232,9287.0,0.2287,0.4519,1728.0,0.0426,8779.0,0.2162,561.0,0.0138,4972.0,0.1224,1534.0,0.0378,7754.0,0.1909,0.1072,0.0211,0.0129,0.0483,0.0342,0.0334,0.2853,0.033,0.0,0.0772,0.0,0.0017,0.0489,0.4021,0.043,0.0176,0.0147,0.1943,0.006,0.0017,0.0,0.0184,20515.0,4871003.0,9760.0,0.1683,8691.0,0.1499,0.0,0.0,0.1233,0.0295,5199.0,0.2326,0.2579,8089.0,0.3619,0.4722,3533.0,0.1581,0.1611,3215.0,0.1438,0.0554,1488.0,0.0666,0.0239,570.0,0.0255,258.0,0.0115,357.369,0.0151,13661.0,0.6112,8692.0,0.3888,5199.0,0.2326,15789.0,0.7064,1501.0,927.0,0.0415,574.0,0.0257,0.0672,778.0,324.0,0.0145,454.0,0.0203,0.0348,13509.0,5595.0,0.2503,7914.0,0.3541,0.6044,1364.0,0.061,22352.0,1.3634,2.3942,8924.0,0.3992,4295.0,0.1921,3642.0,0.1629,1930.5869,0.0333,17793.0,4560.0,1593.0,82899.6511,43115.74,10310.0,0.1778,2.7593,0.6596,0.0,36.0,0.0018,0.3386,22352.0,1555.8038,0.0268,42468.33,0.004844,927.2354,557.0,544.0,2867.0,57996.0,6.3968,1.3938,2.4456,1501.0,0.0671,5410144.0,30623519.0,187562348.0,17263262.0,260213.0,22352.0,48970.9856,0.8444
SK 1439,51057.0,45564.0,22137.0,0.2491,13973.0,0.1573,1192.0,0.0134,933.0156,0.0105,60494.0,53098.0,59027.3825,0.6643,19046.0,0.2143,0.1411,0.3552,0.1723,0.0197,0.3111,249.0,2721.1939,43677.0,101792.0,18055.0,0.1774,15664.0,0.1539,12548.0,0.1233,9509.0,456.0,0.0045,0.0934,8033.0,0.0789,1019.0,0.01,1368.0,0.0134,1343.0,0.0132,6438.0,0.1114,4735.0,0.0819,6627.0,0.1146,11353.0,6054.0,0.1047,5299.0,0.0917,0.1964,439.0,0.0076,18208.0,0.315,2331.0,0.0403,3647.0,0.0631,639.0,0.0111,14741.0,0.255,0.0636,0.0422,0.0151,0.0252,0.0705,0.044,0.187,0.0409,0.0033,0.0466,0.0,0.0006,0.0765,0.4254,0.0618,0.1611,0.023,0.1069,0.0119,0.001,0.0033,0.014,43306.0,4467908.0,14960.0,0.1684,13760.0,0.1549,0.3574,0.0,0.1888,0.1445,11496.0,0.3237,0.4199,10555.0,0.2972,0.2903,6045.0,0.1702,0.0937,4050.0,0.114,0.0352,2022.0,0.057,0.0163,754.0,0.0212,588.0,0.0166,949.2918,0.0037,9858.0,0.2776,25652.0,0.7224,11496.0,0.3237,22176.0,0.6245,8968.0,4661.0,0.1313,4307.0,0.1213,0.2526,2229.0,812.0,0.0229,1417.0,0.0399,0.0628,10978.0,3355.0,0.0945,7623.0,0.2147,0.3091,1839.0,0.0518,35510.0,1.2974,-0.7828,4335.0,0.1221,1521.0,0.0428,14857.0,0.4184,4247.4373,0.0478,18044.0,17466.0,5052.0,36555.7873,42463.47,18419.0,0.2073,2.7388,0.5866,0.0,52.0,0.0012,0.4122,35510.0,2400.3075,0.027,21820.31,-0.001526,2375.4003,-78.0,0.0,1151.0,88857.0,-6.1851,1.2806,-0.7607,9172.0,0.2583,7920783.0,41434156.0,274382927.0,24091075.0,199942.0,35510.0,22248.8834,0.2504
